[2024-11-02T19:41:10.493+0000] {taskinstance.py:1157} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: transaction_facts_generator.generate_txn_fact_data scheduled__2024-09-30T00:00:00+00:00 [queued]>
[2024-11-02T19:41:10.516+0000] {taskinstance.py:1157} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: transaction_facts_generator.generate_txn_fact_data scheduled__2024-09-30T00:00:00+00:00 [queued]>
[2024-11-02T19:41:10.517+0000] {taskinstance.py:1359} INFO - Starting attempt 1 of 1
[2024-11-02T19:41:10.555+0000] {taskinstance.py:1380} INFO - Executing <Task(KafkaProduceOperator): generate_txn_fact_data> on 2024-09-30 00:00:00+00:00
[2024-11-02T19:41:10.569+0000] {standard_task_runner.py:57} INFO - Started process 2776 to run task
[2024-11-02T19:41:10.578+0000] {standard_task_runner.py:84} INFO - Running: ['***', 'tasks', 'run', 'transaction_facts_generator', 'generate_txn_fact_data', 'scheduled__2024-09-30T00:00:00+00:00', '--job-id', '166', '--raw', '--subdir', 'DAGS_FOLDER/transaction_facts_generator.py', '--cfg-path', '/tmp/tmp3wp2_ayf']
[2024-11-02T19:41:10.585+0000] {standard_task_runner.py:85} INFO - Job 166: Subtask generate_txn_fact_data
[2024-11-02T19:41:10.752+0000] {task_command.py:415} INFO - Running <TaskInstance: transaction_facts_generator.generate_txn_fact_data scheduled__2024-09-30T00:00:00+00:00 [running]> on host f79a3875bd34
[2024-11-02T19:41:11.001+0000] {taskinstance.py:1660} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='codewithyu' AIRFLOW_CTX_DAG_ID='transaction_facts_generator' AIRFLOW_CTX_TASK_ID='generate_txn_fact_data' AIRFLOW_CTX_EXECUTION_DATE='2024-09-30T00:00:00+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='scheduled__2024-09-30T00:00:00+00:00'
[2024-11-02T19:41:11.016+0000] {conn.py:380} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connecting> [IPv4 ('172.19.0.2', 9092)]>: connecting to kafka_broker:9092 [('172.19.0.2', 9092) IPv4]
[2024-11-02T19:41:11.023+0000] {conn.py:1205} INFO - Probing node bootstrap-0 broker version
[2024-11-02T19:41:11.025+0000] {conn.py:410} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connecting> [IPv4 ('172.19.0.2', 9092)]>: Connection complete.
[2024-11-02T19:41:11.148+0000] {conn.py:1267} INFO - Broker version identified as 2.5.0
[2024-11-02T19:41:11.153+0000] {conn.py:1268} INFO - Set configuration api_version=(2, 5, 0) to skip auto check_version requests on startup
[2024-11-02T19:41:11.179+0000] {conn.py:380} INFO - <BrokerConnection node_id=0 host=kafka_broker:9092 <connecting> [IPv4 ('172.19.0.2', 9092)]>: connecting to kafka_broker:9092 [('172.19.0.2', 9092) IPv4]
[2024-11-02T19:41:11.179+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000001', 'transaction_date': 1699040471171, 'account_id': 'A00842', 'customer_id': 'C00757', 'transaction_type': 'Withdrawal', 'currency': 'EUR', 'branch_id': 'B00047', 'transaction_amount': 638.42, 'exchange_rate': 0.9555}
[2024-11-02T19:41:11.182+0000] {conn.py:410} INFO - <BrokerConnection node_id=0 host=kafka_broker:9092 <connecting> [IPv4 ('172.19.0.2', 9092)]>: Connection complete.
[2024-11-02T19:41:11.197+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000002', 'transaction_date': 1705434071196, 'account_id': 'A00328', 'customer_id': 'C00223', 'transaction_type': 'Debit', 'currency': 'USD', 'branch_id': 'B00473', 'transaction_amount': 3842.38, 'exchange_rate': 0.6383}
[2024-11-02T19:41:11.202+0000] {conn.py:919} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connected> [IPv4 ('172.19.0.2', 9092)]>: Closing connection. 
[2024-11-02T19:41:11.209+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000003', 'transaction_date': 1721504471208, 'account_id': 'A00487', 'customer_id': 'C00980', 'transaction_type': 'Deposit', 'currency': 'GBP', 'branch_id': 'B00994', 'transaction_amount': 1714.36, 'exchange_rate': 0.5823}
[2024-11-02T19:41:11.226+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000004', 'transaction_date': 1711654871225, 'account_id': 'A00195', 'customer_id': 'C00264', 'transaction_type': 'Deposit', 'currency': 'EUR', 'branch_id': 'B00020', 'transaction_amount': 987.11, 'exchange_rate': 0.5341}
[2024-11-02T19:41:11.239+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000005', 'transaction_date': 1730490071238, 'account_id': 'A00228', 'customer_id': 'C00675', 'transaction_type': 'Deposit', 'currency': 'EUR', 'branch_id': 'B00705', 'transaction_amount': 8159.96, 'exchange_rate': 1.4319}
[2024-11-02T19:41:11.245+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000006', 'transaction_date': 1724528471245, 'account_id': 'A00993', 'customer_id': 'C00667', 'transaction_type': 'Debit', 'currency': 'EUR', 'branch_id': 'B00510', 'transaction_amount': 4798.66, 'exchange_rate': 1.0968}
[2024-11-02T19:41:11.257+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000007', 'transaction_date': 1707248471253, 'account_id': 'A00910', 'customer_id': 'C00795', 'transaction_type': 'Credit', 'currency': 'USD', 'branch_id': 'B00901', 'transaction_amount': 291.22, 'exchange_rate': 1.0562}
[2024-11-02T19:41:11.266+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000008', 'transaction_date': 1719603671263, 'account_id': 'A00593', 'customer_id': 'C00290', 'transaction_type': 'Transfer', 'currency': 'EUR', 'branch_id': 'B00645', 'transaction_amount': 5356.57, 'exchange_rate': 0.5453}
[2024-11-02T19:41:11.273+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000009', 'transaction_date': 1713469271273, 'account_id': 'A00274', 'customer_id': 'C00493', 'transaction_type': 'Debit', 'currency': 'EUR', 'branch_id': 'B00526', 'transaction_amount': 8601.14, 'exchange_rate': 1.1744}
