[2024-11-02T19:41:12.029+0000] {taskinstance.py:1157} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: transaction_facts_generator.generate_txn_fact_data scheduled__2024-10-06T00:00:00+00:00 [queued]>
[2024-11-02T19:41:12.078+0000] {taskinstance.py:1157} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: transaction_facts_generator.generate_txn_fact_data scheduled__2024-10-06T00:00:00+00:00 [queued]>
[2024-11-02T19:41:12.079+0000] {taskinstance.py:1359} INFO - Starting attempt 1 of 1
[2024-11-02T19:41:12.121+0000] {taskinstance.py:1380} INFO - Executing <Task(KafkaProduceOperator): generate_txn_fact_data> on 2024-10-06 00:00:00+00:00
[2024-11-02T19:41:12.135+0000] {standard_task_runner.py:57} INFO - Started process 2799 to run task
[2024-11-02T19:41:12.152+0000] {standard_task_runner.py:84} INFO - Running: ['***', 'tasks', 'run', 'transaction_facts_generator', 'generate_txn_fact_data', 'scheduled__2024-10-06T00:00:00+00:00', '--job-id', '170', '--raw', '--subdir', 'DAGS_FOLDER/transaction_facts_generator.py', '--cfg-path', '/tmp/tmp1kmyk1jc']
[2024-11-02T19:41:12.191+0000] {standard_task_runner.py:85} INFO - Job 170: Subtask generate_txn_fact_data
[2024-11-02T19:41:12.333+0000] {task_command.py:415} INFO - Running <TaskInstance: transaction_facts_generator.generate_txn_fact_data scheduled__2024-10-06T00:00:00+00:00 [running]> on host f79a3875bd34
[2024-11-02T19:41:12.581+0000] {taskinstance.py:1660} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='codewithyu' AIRFLOW_CTX_DAG_ID='transaction_facts_generator' AIRFLOW_CTX_TASK_ID='generate_txn_fact_data' AIRFLOW_CTX_EXECUTION_DATE='2024-10-06T00:00:00+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='scheduled__2024-10-06T00:00:00+00:00'
[2024-11-02T19:41:12.593+0000] {conn.py:380} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connecting> [IPv4 ('172.19.0.2', 9092)]>: connecting to kafka_broker:9092 [('172.19.0.2', 9092) IPv4]
[2024-11-02T19:41:12.594+0000] {conn.py:1205} INFO - Probing node bootstrap-0 broker version
[2024-11-02T19:41:12.596+0000] {conn.py:410} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connecting> [IPv4 ('172.19.0.2', 9092)]>: Connection complete.
[2024-11-02T19:41:12.710+0000] {conn.py:1267} INFO - Broker version identified as 2.5.0
[2024-11-02T19:41:12.716+0000] {conn.py:1268} INFO - Set configuration api_version=(2, 5, 0) to skip auto check_version requests on startup
[2024-11-02T19:41:12.739+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000001', 'transaction_date': 1712086872732, 'account_id': 'A00191', 'customer_id': 'C00378', 'transaction_type': 'Deposit', 'currency': 'USD', 'branch_id': 'B00347', 'transaction_amount': 9223.21, 'exchange_rate': 0.7324}
[2024-11-02T19:41:12.745+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000002', 'transaction_date': 1701459672744, 'account_id': 'A00675', 'customer_id': 'C00439', 'transaction_type': 'Deposit', 'currency': 'GBP', 'branch_id': 'B00096', 'transaction_amount': 1673.36, 'exchange_rate': 1.269}
[2024-11-02T19:41:12.746+0000] {conn.py:380} INFO - <BrokerConnection node_id=0 host=kafka_broker:9092 <connecting> [IPv4 ('172.19.0.2', 9092)]>: connecting to kafka_broker:9092 [('172.19.0.2', 9092) IPv4]
[2024-11-02T19:41:12.749+0000] {conn.py:410} INFO - <BrokerConnection node_id=0 host=kafka_broker:9092 <connecting> [IPv4 ('172.19.0.2', 9092)]>: Connection complete.
[2024-11-02T19:41:12.751+0000] {conn.py:919} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connected> [IPv4 ('172.19.0.2', 9092)]>: Closing connection. 
[2024-11-02T19:41:12.748+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000003', 'transaction_date': 1708803672748, 'account_id': 'A00110', 'customer_id': 'C00783', 'transaction_type': 'Credit', 'currency': 'EUR', 'branch_id': 'B00605', 'transaction_amount': 1353.97, 'exchange_rate': 1.4268}
[2024-11-02T19:41:12.761+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000004', 'transaction_date': 1715456472761, 'account_id': 'A00981', 'customer_id': 'C00958', 'transaction_type': 'Transfer', 'currency': 'USD', 'branch_id': 'B00825', 'transaction_amount': 6074.11, 'exchange_rate': 1.1478}
[2024-11-02T19:41:12.780+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000005', 'transaction_date': 1712691672779, 'account_id': 'A00378', 'customer_id': 'C00349', 'transaction_type': 'Debit', 'currency': 'USD', 'branch_id': 'B00207', 'transaction_amount': 685.02, 'exchange_rate': 0.8844}
[2024-11-02T19:41:12.794+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000006', 'transaction_date': 1711827672793, 'account_id': 'A00780', 'customer_id': 'C00914', 'transaction_type': 'Withdrawal', 'currency': 'GBP', 'branch_id': 'B00458', 'transaction_amount': 8582.02, 'exchange_rate': 0.7095}
[2024-11-02T19:41:12.800+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000007', 'transaction_date': 1704397272800, 'account_id': 'A00579', 'customer_id': 'C00148', 'transaction_type': 'Credit', 'currency': 'EUR', 'branch_id': 'B00230', 'transaction_amount': 3854.81, 'exchange_rate': 1.4741}
[2024-11-02T19:41:12.813+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000008', 'transaction_date': 1710877272812, 'account_id': 'A00320', 'customer_id': 'C00520', 'transaction_type': 'Transfer', 'currency': 'EUR', 'branch_id': 'B00467', 'transaction_amount': 7646.36, 'exchange_rate': 1.2518}
