[2024-11-02T19:41:16.693+0000] {taskinstance.py:1157} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: transaction_facts_generator.generate_txn_fact_data scheduled__2024-10-13T00:00:00+00:00 [queued]>
[2024-11-02T19:41:16.720+0000] {taskinstance.py:1157} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: transaction_facts_generator.generate_txn_fact_data scheduled__2024-10-13T00:00:00+00:00 [queued]>
[2024-11-02T19:41:16.721+0000] {taskinstance.py:1359} INFO - Starting attempt 1 of 1
[2024-11-02T19:41:16.800+0000] {taskinstance.py:1380} INFO - Executing <Task(KafkaProduceOperator): generate_txn_fact_data> on 2024-10-13 00:00:00+00:00
[2024-11-02T19:41:16.830+0000] {standard_task_runner.py:57} INFO - Started process 2827 to run task
[2024-11-02T19:41:16.854+0000] {standard_task_runner.py:84} INFO - Running: ['***', 'tasks', 'run', 'transaction_facts_generator', 'generate_txn_fact_data', 'scheduled__2024-10-13T00:00:00+00:00', '--job-id', '177', '--raw', '--subdir', 'DAGS_FOLDER/transaction_facts_generator.py', '--cfg-path', '/tmp/tmpfz3y79ar']
[2024-11-02T19:41:16.863+0000] {standard_task_runner.py:85} INFO - Job 177: Subtask generate_txn_fact_data
[2024-11-02T19:41:17.138+0000] {task_command.py:415} INFO - Running <TaskInstance: transaction_facts_generator.generate_txn_fact_data scheduled__2024-10-13T00:00:00+00:00 [running]> on host f79a3875bd34
[2024-11-02T19:41:17.457+0000] {taskinstance.py:1660} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='codewithyu' AIRFLOW_CTX_DAG_ID='transaction_facts_generator' AIRFLOW_CTX_TASK_ID='generate_txn_fact_data' AIRFLOW_CTX_EXECUTION_DATE='2024-10-13T00:00:00+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='scheduled__2024-10-13T00:00:00+00:00'
[2024-11-02T19:41:17.476+0000] {conn.py:380} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connecting> [IPv4 ('172.19.0.2', 9092)]>: connecting to kafka_broker:9092 [('172.19.0.2', 9092) IPv4]
[2024-11-02T19:41:17.489+0000] {conn.py:1205} INFO - Probing node bootstrap-0 broker version
[2024-11-02T19:41:17.496+0000] {conn.py:410} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connecting> [IPv4 ('172.19.0.2', 9092)]>: Connection complete.
[2024-11-02T19:41:17.618+0000] {conn.py:1267} INFO - Broker version identified as 2.5.0
[2024-11-02T19:41:17.619+0000] {conn.py:1268} INFO - Set configuration api_version=(2, 5, 0) to skip auto check_version requests on startup
[2024-11-02T19:41:17.636+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000001', 'transaction_date': 1714160477635, 'account_id': 'A00436', 'customer_id': 'C00217', 'transaction_type': 'Deposit', 'currency': 'USD', 'branch_id': 'B00914', 'transaction_amount': 6270.19, 'exchange_rate': 0.7906}
[2024-11-02T19:41:17.640+0000] {conn.py:380} INFO - <BrokerConnection node_id=0 host=kafka_broker:9092 <connecting> [IPv4 ('172.19.0.2', 9092)]>: connecting to kafka_broker:9092 [('172.19.0.2', 9092) IPv4]
[2024-11-02T19:41:17.683+0000] {conn.py:410} INFO - <BrokerConnection node_id=0 host=kafka_broker:9092 <connecting> [IPv4 ('172.19.0.2', 9092)]>: Connection complete.
[2024-11-02T19:41:17.685+0000] {conn.py:919} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connected> [IPv4 ('172.19.0.2', 9092)]>: Closing connection. 
[2024-11-02T19:41:17.670+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000002', 'transaction_date': 1723837277669, 'account_id': 'A00719', 'customer_id': 'C00061', 'transaction_type': 'Withdrawal', 'currency': 'EUR', 'branch_id': 'B00877', 'transaction_amount': 8450.84, 'exchange_rate': 1.1263}
[2024-11-02T19:41:17.700+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000003', 'transaction_date': 1717616477700, 'account_id': 'A00616', 'customer_id': 'C00304', 'transaction_type': 'Deposit', 'currency': 'GBP', 'branch_id': 'B00163', 'transaction_amount': 9634.5, 'exchange_rate': 1.3072}
[2024-11-02T19:41:17.712+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000004', 'transaction_date': 1728762077709, 'account_id': 'A00063', 'customer_id': 'C00085', 'transaction_type': 'Debit', 'currency': 'USD', 'branch_id': 'B00681', 'transaction_amount': 5598.47, 'exchange_rate': 1.4874}
[2024-11-02T19:41:17.722+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000005', 'transaction_date': 1700595677720, 'account_id': 'A00548', 'customer_id': 'C00293', 'transaction_type': 'Deposit', 'currency': 'GBP', 'branch_id': 'B00619', 'transaction_amount': 7341.15, 'exchange_rate': 0.7547}
[2024-11-02T19:41:17.727+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000006', 'transaction_date': 1726947677727, 'account_id': 'A00081', 'customer_id': 'C00433', 'transaction_type': 'Debit', 'currency': 'USD', 'branch_id': 'B00065', 'transaction_amount': 2344.4, 'exchange_rate': 1.3671}
[2024-11-02T19:41:17.732+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000007', 'transaction_date': 1721677277731, 'account_id': 'A00425', 'customer_id': 'C00632', 'transaction_type': 'Withdrawal', 'currency': 'USD', 'branch_id': 'B00565', 'transaction_amount': 7108.11, 'exchange_rate': 1.3067}
[2024-11-02T19:41:17.738+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000008', 'transaction_date': 1710099677738, 'account_id': 'A00111', 'customer_id': 'C00474', 'transaction_type': 'Transfer', 'currency': 'GBP', 'branch_id': 'B00551', 'transaction_amount': 9288.78, 'exchange_rate': 0.9532}
