[2024-11-02T19:41:37.445+0000] {taskinstance.py:1157} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: transaction_facts_generator.generate_txn_fact_data scheduled__2024-10-16T00:00:00+00:00 [queued]>
[2024-11-02T19:41:37.486+0000] {taskinstance.py:1157} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: transaction_facts_generator.generate_txn_fact_data scheduled__2024-10-16T00:00:00+00:00 [queued]>
[2024-11-02T19:41:37.490+0000] {taskinstance.py:1359} INFO - Starting attempt 1 of 1
[2024-11-02T19:41:37.601+0000] {taskinstance.py:1380} INFO - Executing <Task(KafkaProduceOperator): generate_txn_fact_data> on 2024-10-16 00:00:00+00:00
[2024-11-02T19:41:37.620+0000] {standard_task_runner.py:57} INFO - Started process 2861 to run task
[2024-11-02T19:41:37.626+0000] {standard_task_runner.py:84} INFO - Running: ['***', 'tasks', 'run', 'transaction_facts_generator', 'generate_txn_fact_data', 'scheduled__2024-10-16T00:00:00+00:00', '--job-id', '180', '--raw', '--subdir', 'DAGS_FOLDER/transaction_facts_generator.py', '--cfg-path', '/tmp/tmp1qxrlllq']
[2024-11-02T19:41:37.632+0000] {standard_task_runner.py:85} INFO - Job 180: Subtask generate_txn_fact_data
[2024-11-02T19:41:37.788+0000] {task_command.py:415} INFO - Running <TaskInstance: transaction_facts_generator.generate_txn_fact_data scheduled__2024-10-16T00:00:00+00:00 [running]> on host f79a3875bd34
[2024-11-02T19:41:37.992+0000] {taskinstance.py:1660} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='codewithyu' AIRFLOW_CTX_DAG_ID='transaction_facts_generator' AIRFLOW_CTX_TASK_ID='generate_txn_fact_data' AIRFLOW_CTX_EXECUTION_DATE='2024-10-16T00:00:00+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='scheduled__2024-10-16T00:00:00+00:00'
[2024-11-02T19:41:38.001+0000] {conn.py:380} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connecting> [IPv4 ('172.19.0.2', 9092)]>: connecting to kafka_broker:9092 [('172.19.0.2', 9092) IPv4]
[2024-11-02T19:41:38.002+0000] {conn.py:1205} INFO - Probing node bootstrap-0 broker version
[2024-11-02T19:41:38.004+0000] {conn.py:410} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connecting> [IPv4 ('172.19.0.2', 9092)]>: Connection complete.
[2024-11-02T19:41:38.112+0000] {conn.py:1267} INFO - Broker version identified as 2.5.0
[2024-11-02T19:41:38.113+0000] {conn.py:1268} INFO - Set configuration api_version=(2, 5, 0) to skip auto check_version requests on startup
[2024-11-02T19:41:38.124+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000001', 'transaction_date': 1725824498121, 'account_id': 'A00368', 'customer_id': 'C00239', 'transaction_type': 'Credit', 'currency': 'EUR', 'branch_id': 'B00516', 'transaction_amount': 6653.23, 'exchange_rate': 0.5307}
[2024-11-02T19:41:38.126+0000] {conn.py:380} INFO - <BrokerConnection node_id=0 host=kafka_broker:9092 <connecting> [IPv4 ('172.19.0.2', 9092)]>: connecting to kafka_broker:9092 [('172.19.0.2', 9092) IPv4]
[2024-11-02T19:41:38.130+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000002', 'transaction_date': 1728934898130, 'account_id': 'A00478', 'customer_id': 'C00544', 'transaction_type': 'Transfer', 'currency': 'USD', 'branch_id': 'B00578', 'transaction_amount': 8998.66, 'exchange_rate': 0.5182}
[2024-11-02T19:41:38.132+0000] {conn.py:410} INFO - <BrokerConnection node_id=0 host=kafka_broker:9092 <connecting> [IPv4 ('172.19.0.2', 9092)]>: Connection complete.
[2024-11-02T19:41:38.139+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000003', 'transaction_date': 1699731698138, 'account_id': 'A00208', 'customer_id': 'C00568', 'transaction_type': 'Deposit', 'currency': 'GBP', 'branch_id': 'B00559', 'transaction_amount': 5511.13, 'exchange_rate': 1.2226}
[2024-11-02T19:41:38.140+0000] {conn.py:919} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connected> [IPv4 ('172.19.0.2', 9092)]>: Closing connection. 
[2024-11-02T19:41:38.145+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000004', 'transaction_date': 1709926898145, 'account_id': 'A00516', 'customer_id': 'C00086', 'transaction_type': 'Deposit', 'currency': 'EUR', 'branch_id': 'B00593', 'transaction_amount': 3917.2, 'exchange_rate': 0.5581}
[2024-11-02T19:41:38.153+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000005', 'transaction_date': 1725478898152, 'account_id': 'A00169', 'customer_id': 'C00550', 'transaction_type': 'Withdrawal', 'currency': 'EUR', 'branch_id': 'B00357', 'transaction_amount': 3686.44, 'exchange_rate': 1.4442}
[2024-11-02T19:41:38.158+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000006', 'transaction_date': 1709322098157, 'account_id': 'A00660', 'customer_id': 'C00580', 'transaction_type': 'Credit', 'currency': 'USD', 'branch_id': 'B00845', 'transaction_amount': 8252.95, 'exchange_rate': 1.2858}
[2024-11-02T19:41:38.165+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000007', 'transaction_date': 1730230898164, 'account_id': 'A00798', 'customer_id': 'C00163', 'transaction_type': 'Debit', 'currency': 'EUR', 'branch_id': 'B00094', 'transaction_amount': 3590.23, 'exchange_rate': 1.4977}
[2024-11-02T19:41:38.170+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000008', 'transaction_date': 1715110898170, 'account_id': 'A00622', 'customer_id': 'C00424', 'transaction_type': 'Transfer', 'currency': 'USD', 'branch_id': 'B00738', 'transaction_amount': 6211.89, 'exchange_rate': 1.4088}
[2024-11-02T19:41:38.178+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000009', 'transaction_date': 1703619698175, 'account_id': 'A00856', 'customer_id': 'C00271', 'transaction_type': 'Credit', 'currency': 'EUR', 'branch_id': 'B00861', 'transaction_amount': 6012.91, 'exchange_rate': 1.1314}
