[2024-11-02T19:41:41.434+0000] {taskinstance.py:1157} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: transaction_facts_generator.generate_txn_fact_data scheduled__2024-10-28T00:00:00+00:00 [queued]>
[2024-11-02T19:41:41.460+0000] {taskinstance.py:1157} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: transaction_facts_generator.generate_txn_fact_data scheduled__2024-10-28T00:00:00+00:00 [queued]>
[2024-11-02T19:41:41.469+0000] {taskinstance.py:1359} INFO - Starting attempt 1 of 1
[2024-11-02T19:41:41.498+0000] {taskinstance.py:1380} INFO - Executing <Task(KafkaProduceOperator): generate_txn_fact_data> on 2024-10-28 00:00:00+00:00
[2024-11-02T19:41:41.508+0000] {standard_task_runner.py:57} INFO - Started process 2900 to run task
[2024-11-02T19:41:41.516+0000] {standard_task_runner.py:84} INFO - Running: ['***', 'tasks', 'run', 'transaction_facts_generator', 'generate_txn_fact_data', 'scheduled__2024-10-28T00:00:00+00:00', '--job-id', '192', '--raw', '--subdir', 'DAGS_FOLDER/transaction_facts_generator.py', '--cfg-path', '/tmp/tmpg7mhsl1q']
[2024-11-02T19:41:41.529+0000] {standard_task_runner.py:85} INFO - Job 192: Subtask generate_txn_fact_data
[2024-11-02T19:41:41.806+0000] {task_command.py:415} INFO - Running <TaskInstance: transaction_facts_generator.generate_txn_fact_data scheduled__2024-10-28T00:00:00+00:00 [running]> on host f79a3875bd34
[2024-11-02T19:41:42.147+0000] {taskinstance.py:1660} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='codewithyu' AIRFLOW_CTX_DAG_ID='transaction_facts_generator' AIRFLOW_CTX_TASK_ID='generate_txn_fact_data' AIRFLOW_CTX_EXECUTION_DATE='2024-10-28T00:00:00+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='scheduled__2024-10-28T00:00:00+00:00'
[2024-11-02T19:41:42.205+0000] {conn.py:380} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connecting> [IPv4 ('172.19.0.2', 9092)]>: connecting to kafka_broker:9092 [('172.19.0.2', 9092) IPv4]
[2024-11-02T19:41:42.208+0000] {conn.py:1205} INFO - Probing node bootstrap-0 broker version
[2024-11-02T19:41:42.221+0000] {conn.py:410} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connecting> [IPv4 ('172.19.0.2', 9092)]>: Connection complete.
[2024-11-02T19:41:42.339+0000] {conn.py:1267} INFO - Broker version identified as 2.5.0
[2024-11-02T19:41:42.340+0000] {conn.py:1268} INFO - Set configuration api_version=(2, 5, 0) to skip auto check_version requests on startup
[2024-11-02T19:41:42.383+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000001', 'transaction_date': 1712950902376, 'account_id': 'A00912', 'customer_id': 'C00060', 'transaction_type': 'Transfer', 'currency': 'USD', 'branch_id': 'B00261', 'transaction_amount': 3138.65, 'exchange_rate': 1.4589}
[2024-11-02T19:41:42.385+0000] {conn.py:380} INFO - <BrokerConnection node_id=0 host=kafka_broker:9092 <connecting> [IPv4 ('172.19.0.2', 9092)]>: connecting to kafka_broker:9092 [('172.19.0.2', 9092) IPv4]
[2024-11-02T19:41:42.400+0000] {conn.py:410} INFO - <BrokerConnection node_id=0 host=kafka_broker:9092 <connecting> [IPv4 ('172.19.0.2', 9092)]>: Connection complete.
[2024-11-02T19:41:42.413+0000] {conn.py:919} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connected> [IPv4 ('172.19.0.2', 9092)]>: Closing connection. 
[2024-11-02T19:41:42.390+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000002', 'transaction_date': 1729194102390, 'account_id': 'A00895', 'customer_id': 'C00876', 'transaction_type': 'Transfer', 'currency': 'GBP', 'branch_id': 'B00044', 'transaction_amount': 2191.15, 'exchange_rate': 1.3327}
[2024-11-02T19:41:42.429+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000003', 'transaction_date': 1707594102428, 'account_id': 'A00500', 'customer_id': 'C00763', 'transaction_type': 'Transfer', 'currency': 'GBP', 'branch_id': 'B00972', 'transaction_amount': 3925.11, 'exchange_rate': 0.7069}
[2024-11-02T19:41:42.457+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000004', 'transaction_date': 1700077302453, 'account_id': 'A00037', 'customer_id': 'C00663', 'transaction_type': 'Debit', 'currency': 'GBP', 'branch_id': 'B00172', 'transaction_amount': 7591.45, 'exchange_rate': 0.6603}
[2024-11-02T19:41:42.470+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000005', 'transaction_date': 1707594102466, 'account_id': 'A00554', 'customer_id': 'C00692', 'transaction_type': 'Deposit', 'currency': 'USD', 'branch_id': 'B00174', 'transaction_amount': 3755.4, 'exchange_rate': 0.9263}
[2024-11-02T19:41:42.476+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000006', 'transaction_date': 1718394102474, 'account_id': 'A00175', 'customer_id': 'C00850', 'transaction_type': 'Withdrawal', 'currency': 'GBP', 'branch_id': 'B00564', 'transaction_amount': 1044.49, 'exchange_rate': 1.3114}
[2024-11-02T19:41:42.484+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000007', 'transaction_date': 1729194102481, 'account_id': 'A00044', 'customer_id': 'C00576', 'transaction_type': 'Transfer', 'currency': 'EUR', 'branch_id': 'B00220', 'transaction_amount': 9226.3, 'exchange_rate': 1.0392}
[2024-11-02T19:41:42.490+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000008', 'transaction_date': 1711914102489, 'account_id': 'A00647', 'customer_id': 'C00439', 'transaction_type': 'Transfer', 'currency': 'EUR', 'branch_id': 'B00463', 'transaction_amount': 1230.41, 'exchange_rate': 1.4167}
[2024-11-02T19:41:42.496+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000009', 'transaction_date': 1719517302494, 'account_id': 'A00899', 'customer_id': 'C00897', 'transaction_type': 'Debit', 'currency': 'USD', 'branch_id': 'B00424', 'transaction_amount': 2107.67, 'exchange_rate': 0.8479}
[2024-11-02T19:41:42.501+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000010', 'transaction_date': 1700336502500, 'account_id': 'A00404', 'customer_id': 'C00965', 'transaction_type': 'Credit', 'currency': 'GBP', 'branch_id': 'B00240', 'transaction_amount': 2490.92, 'exchange_rate': 1.4219}
[2024-11-02T19:41:42.508+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000011', 'transaction_date': 1727120502506, 'account_id': 'A00435', 'customer_id': 'C00404', 'transaction_type': 'Credit', 'currency': 'USD', 'branch_id': 'B00544', 'transaction_amount': 6699.65, 'exchange_rate': 0.9654}
[2024-11-02T19:41:42.513+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000012', 'transaction_date': 1730576502513, 'account_id': 'A00177', 'customer_id': 'C00258', 'transaction_type': 'Withdrawal', 'currency': 'EUR', 'branch_id': 'B00021', 'transaction_amount': 3319.45, 'exchange_rate': 0.77}
[2024-11-02T19:41:42.522+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000013', 'transaction_date': 1703101302519, 'account_id': 'A00488', 'customer_id': 'C00465', 'transaction_type': 'Transfer', 'currency': 'USD', 'branch_id': 'B00074', 'transaction_amount': 2463.56, 'exchange_rate': 0.971}
[2024-11-02T19:41:42.529+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000014', 'transaction_date': 1726688502526, 'account_id': 'A00666', 'customer_id': 'C00674', 'transaction_type': 'Deposit', 'currency': 'GBP', 'branch_id': 'B00628', 'transaction_amount': 7799.65, 'exchange_rate': 1.1205}
[2024-11-02T19:41:42.533+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000015', 'transaction_date': 1701546102533, 'account_id': 'A00604', 'customer_id': 'C00668', 'transaction_type': 'Transfer', 'currency': 'USD', 'branch_id': 'B00261', 'transaction_amount': 2427.39, 'exchange_rate': 0.6078}
[2024-11-02T19:41:42.571+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000016', 'transaction_date': 1729280502569, 'account_id': 'A00709', 'customer_id': 'C00729', 'transaction_type': 'Debit', 'currency': 'EUR', 'branch_id': 'B00786', 'transaction_amount': 2911.36, 'exchange_rate': 0.6584}
[2024-11-02T19:41:42.588+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000017', 'transaction_date': 1703878902587, 'account_id': 'A00518', 'customer_id': 'C00001', 'transaction_type': 'Withdrawal', 'currency': 'GBP', 'branch_id': 'B00667', 'transaction_amount': 7679.9, 'exchange_rate': 1.2443}
[2024-11-02T19:41:42.596+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000018', 'transaction_date': 1715888502593, 'account_id': 'A00580', 'customer_id': 'C00388', 'transaction_type': 'Withdrawal', 'currency': 'GBP', 'branch_id': 'B00395', 'transaction_amount': 6326.75, 'exchange_rate': 0.8333}
[2024-11-02T19:41:42.600+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000019', 'transaction_date': 1714419702599, 'account_id': 'A00497', 'customer_id': 'C00245', 'transaction_type': 'Withdrawal', 'currency': 'GBP', 'branch_id': 'B00327', 'transaction_amount': 7542.18, 'exchange_rate': 1.4945}
[2024-11-02T19:41:42.608+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000020', 'transaction_date': 1707594102605, 'account_id': 'A00236', 'customer_id': 'C00460', 'transaction_type': 'Withdrawal', 'currency': 'EUR', 'branch_id': 'B00447', 'transaction_amount': 5148.05, 'exchange_rate': 1.2986}
[2024-11-02T19:41:42.614+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000021', 'transaction_date': 1709062902612, 'account_id': 'A00141', 'customer_id': 'C00905', 'transaction_type': 'Withdrawal', 'currency': 'EUR', 'branch_id': 'B00157', 'transaction_amount': 9004.31, 'exchange_rate': 0.969}
[2024-11-02T19:41:42.621+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000022', 'transaction_date': 1721677302620, 'account_id': 'A00015', 'customer_id': 'C00064', 'transaction_type': 'Transfer', 'currency': 'USD', 'branch_id': 'B00049', 'transaction_amount': 7813.61, 'exchange_rate': 0.9132}
