[2024-11-02T19:41:10.414+0000] {taskinstance.py:1157} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: transaction_facts_generator.generate_txn_fact_data scheduled__2024-10-02T00:00:00+00:00 [queued]>
[2024-11-02T19:41:10.450+0000] {taskinstance.py:1157} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: transaction_facts_generator.generate_txn_fact_data scheduled__2024-10-02T00:00:00+00:00 [queued]>
[2024-11-02T19:41:10.453+0000] {taskinstance.py:1359} INFO - Starting attempt 1 of 1
[2024-11-02T19:41:10.576+0000] {taskinstance.py:1380} INFO - Executing <Task(KafkaProduceOperator): generate_txn_fact_data> on 2024-10-02 00:00:00+00:00
[2024-11-02T19:41:10.593+0000] {standard_task_runner.py:57} INFO - Started process 2777 to run task
[2024-11-02T19:41:10.600+0000] {standard_task_runner.py:84} INFO - Running: ['***', 'tasks', 'run', 'transaction_facts_generator', 'generate_txn_fact_data', 'scheduled__2024-10-02T00:00:00+00:00', '--job-id', '164', '--raw', '--subdir', 'DAGS_FOLDER/transaction_facts_generator.py', '--cfg-path', '/tmp/tmp8tt46f2h']
[2024-11-02T19:41:10.629+0000] {standard_task_runner.py:85} INFO - Job 164: Subtask generate_txn_fact_data
[2024-11-02T19:41:10.791+0000] {task_command.py:415} INFO - Running <TaskInstance: transaction_facts_generator.generate_txn_fact_data scheduled__2024-10-02T00:00:00+00:00 [running]> on host f79a3875bd34
[2024-11-02T19:41:11.026+0000] {taskinstance.py:1660} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='codewithyu' AIRFLOW_CTX_DAG_ID='transaction_facts_generator' AIRFLOW_CTX_TASK_ID='generate_txn_fact_data' AIRFLOW_CTX_EXECUTION_DATE='2024-10-02T00:00:00+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='scheduled__2024-10-02T00:00:00+00:00'
[2024-11-02T19:41:11.063+0000] {conn.py:380} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connecting> [IPv4 ('172.19.0.2', 9092)]>: connecting to kafka_broker:9092 [('172.19.0.2', 9092) IPv4]
[2024-11-02T19:41:11.067+0000] {conn.py:1205} INFO - Probing node bootstrap-0 broker version
[2024-11-02T19:41:11.093+0000] {conn.py:410} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connecting> [IPv4 ('172.19.0.2', 9092)]>: Connection complete.
[2024-11-02T19:41:11.235+0000] {conn.py:1267} INFO - Broker version identified as 2.5.0
[2024-11-02T19:41:11.238+0000] {conn.py:1268} INFO - Set configuration api_version=(2, 5, 0) to skip auto check_version requests on startup
[2024-11-02T19:41:11.256+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000001', 'transaction_date': 1727811671252, 'account_id': 'A00397', 'customer_id': 'C00812', 'transaction_type': 'Withdrawal', 'currency': 'GBP', 'branch_id': 'B00480', 'transaction_amount': 3891.14, 'exchange_rate': 0.5491}
[2024-11-02T19:41:11.262+0000] {conn.py:380} INFO - <BrokerConnection node_id=0 host=kafka_broker:9092 <connecting> [IPv4 ('172.19.0.2', 9092)]>: connecting to kafka_broker:9092 [('172.19.0.2', 9092) IPv4]
[2024-11-02T19:41:11.264+0000] {conn.py:410} INFO - <BrokerConnection node_id=0 host=kafka_broker:9092 <connecting> [IPv4 ('172.19.0.2', 9092)]>: Connection complete.
[2024-11-02T19:41:11.264+0000] {conn.py:919} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connected> [IPv4 ('172.19.0.2', 9092)]>: Closing connection. 
[2024-11-02T19:41:11.262+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000002', 'transaction_date': 1711309271261, 'account_id': 'A00423', 'customer_id': 'C00034', 'transaction_type': 'Deposit', 'currency': 'GBP', 'branch_id': 'B00584', 'transaction_amount': 1611.46, 'exchange_rate': 1.0834}
[2024-11-02T19:41:11.274+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000003', 'transaction_date': 1720381271271, 'account_id': 'A00525', 'customer_id': 'C00292', 'transaction_type': 'Credit', 'currency': 'GBP', 'branch_id': 'B00017', 'transaction_amount': 1810.23, 'exchange_rate': 0.5009}
[2024-11-02T19:41:11.285+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000004', 'transaction_date': 1703014871284, 'account_id': 'A00159', 'customer_id': 'C00168', 'transaction_type': 'Withdrawal', 'currency': 'GBP', 'branch_id': 'B00233', 'transaction_amount': 3476.09, 'exchange_rate': 1.0654}
[2024-11-02T19:41:11.294+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000005', 'transaction_date': 1699126871292, 'account_id': 'A00131', 'customer_id': 'C00191', 'transaction_type': 'Credit', 'currency': 'USD', 'branch_id': 'B00896', 'transaction_amount': 8787.88, 'exchange_rate': 1.1749}
[2024-11-02T19:41:11.299+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000006', 'transaction_date': 1710358871299, 'account_id': 'A00179', 'customer_id': 'C00527', 'transaction_type': 'Withdrawal', 'currency': 'USD', 'branch_id': 'B00849', 'transaction_amount': 2880.29, 'exchange_rate': 1.3571}
[2024-11-02T19:41:11.308+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000007', 'transaction_date': 1712346071306, 'account_id': 'A00398', 'customer_id': 'C00814', 'transaction_type': 'Transfer', 'currency': 'GBP', 'branch_id': 'B00075', 'transaction_amount': 4869.4, 'exchange_rate': 0.7101}
[2024-11-02T19:41:11.320+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000008', 'transaction_date': 1720467671316, 'account_id': 'A00017', 'customer_id': 'C00384', 'transaction_type': 'Deposit', 'currency': 'USD', 'branch_id': 'B00797', 'transaction_amount': 4697.58, 'exchange_rate': 1.1033}
[2024-11-02T19:41:11.331+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000009', 'transaction_date': 1706211671327, 'account_id': 'A00311', 'customer_id': 'C00465', 'transaction_type': 'Transfer', 'currency': 'USD', 'branch_id': 'B00435', 'transaction_amount': 1120.41, 'exchange_rate': 0.7659}
[2024-11-02T19:41:11.335+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000010', 'transaction_date': 1712259671335, 'account_id': 'A00479', 'customer_id': 'C00751', 'transaction_type': 'Credit', 'currency': 'EUR', 'branch_id': 'B00606', 'transaction_amount': 2001.46, 'exchange_rate': 0.8269}
[2024-11-02T19:41:11.434+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000011', 'transaction_date': 1711741271420, 'account_id': 'A00367', 'customer_id': 'C00196', 'transaction_type': 'Deposit', 'currency': 'EUR', 'branch_id': 'B00744', 'transaction_amount': 2003.83, 'exchange_rate': 0.631}
[2024-11-02T19:41:11.451+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000012', 'transaction_date': 1727206871448, 'account_id': 'A00916', 'customer_id': 'C00384', 'transaction_type': 'Credit', 'currency': 'GBP', 'branch_id': 'B00508', 'transaction_amount': 6979.37, 'exchange_rate': 1.1769}
