[2024-11-04T21:17:42.360+0000] {taskinstance.py:1157} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: transaction_facts_generator.generate_txn_fact_data scheduled__2024-11-03T00:00:00+00:00 [queued]>
[2024-11-04T21:17:42.377+0000] {taskinstance.py:1157} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: transaction_facts_generator.generate_txn_fact_data scheduled__2024-11-03T00:00:00+00:00 [queued]>
[2024-11-04T21:17:42.377+0000] {taskinstance.py:1359} INFO - Starting attempt 1 of 1
[2024-11-04T21:17:42.399+0000] {taskinstance.py:1380} INFO - Executing <Task(KafkaProduceOperator): generate_txn_fact_data> on 2024-11-03 00:00:00+00:00
[2024-11-04T21:17:42.407+0000] {standard_task_runner.py:57} INFO - Started process 1085 to run task
[2024-11-04T21:17:42.411+0000] {standard_task_runner.py:84} INFO - Running: ['***', 'tasks', 'run', 'transaction_facts_generator', 'generate_txn_fact_data', 'scheduled__2024-11-03T00:00:00+00:00', '--job-id', '326', '--raw', '--subdir', 'DAGS_FOLDER/transaction_facts_generator.py', '--cfg-path', '/tmp/tmpo_wt_ivo']
[2024-11-04T21:17:42.415+0000] {standard_task_runner.py:85} INFO - Job 326: Subtask generate_txn_fact_data
[2024-11-04T21:17:42.498+0000] {task_command.py:415} INFO - Running <TaskInstance: transaction_facts_generator.generate_txn_fact_data scheduled__2024-11-03T00:00:00+00:00 [running]> on host 5840299c91cd
[2024-11-04T21:17:42.621+0000] {taskinstance.py:1660} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='ctwang' AIRFLOW_CTX_DAG_ID='transaction_facts_generator' AIRFLOW_CTX_TASK_ID='generate_txn_fact_data' AIRFLOW_CTX_EXECUTION_DATE='2024-11-03T00:00:00+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='scheduled__2024-11-03T00:00:00+00:00'
[2024-11-04T21:17:42.627+0000] {conn.py:380} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connecting> [IPv4 ('172.19.0.2', 9092)]>: connecting to kafka_broker:9092 [('172.19.0.2', 9092) IPv4]
[2024-11-04T21:17:42.631+0000] {conn.py:1205} INFO - Probing node bootstrap-0 broker version
[2024-11-04T21:17:42.633+0000] {conn.py:410} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connecting> [IPv4 ('172.19.0.2', 9092)]>: Connection complete.
[2024-11-04T21:17:42.745+0000] {conn.py:1267} INFO - Broker version identified as 2.5.0
[2024-11-04T21:17:42.746+0000] {conn.py:1268} INFO - Set configuration api_version=(2, 5, 0) to skip auto check_version requests on startup
[2024-11-04T21:17:42.907+0000] {conn.py:380} INFO - <BrokerConnection node_id=0 host=kafka_broker:9092 <connecting> [IPv4 ('172.19.0.2', 9092)]>: connecting to kafka_broker:9092 [('172.19.0.2', 9092) IPv4]
[2024-11-04T21:17:42.909+0000] {conn.py:410} INFO - <BrokerConnection node_id=0 host=kafka_broker:9092 <connecting> [IPv4 ('172.19.0.2', 9092)]>: Connection complete.
[2024-11-04T21:17:42.909+0000] {conn.py:919} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connected> [IPv4 ('172.19.0.2', 9092)]>: Closing connection. 
[2024-11-04T21:17:43.273+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000001', 'transaction_date': 1708377462752, 'account_id': 'A00576', 'customer_id': 'C00001', 'transaction_type': 'Transfer', 'currency': 'USD', 'branch_id': 'B00673', 'transaction_amount': 2844.26, 'exchange_rate': 0.9005}
[2024-11-04T21:17:43.276+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000002', 'transaction_date': 1725743863275, 'account_id': 'A00961', 'customer_id': 'C00561', 'transaction_type': 'Debit', 'currency': 'EUR', 'branch_id': 'B00942', 'transaction_amount': 1719.43, 'exchange_rate': 1.3651}
[2024-11-04T21:17:43.278+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000003', 'transaction_date': 1706476663278, 'account_id': 'A00865', 'customer_id': 'C00586', 'transaction_type': 'Credit', 'currency': 'GBP', 'branch_id': 'B00345', 'transaction_amount': 3000.87, 'exchange_rate': 0.8009}
[2024-11-04T21:17:43.280+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000004', 'transaction_date': 1715807863280, 'account_id': 'A00471', 'customer_id': 'C00044', 'transaction_type': 'Debit', 'currency': 'GBP', 'branch_id': 'B00303', 'transaction_amount': 5676.23, 'exchange_rate': 0.6747}
[2024-11-04T21:17:43.283+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000005', 'transaction_date': 1703193463283, 'account_id': 'A00840', 'customer_id': 'C00553', 'transaction_type': 'Deposit', 'currency': 'USD', 'branch_id': 'B00013', 'transaction_amount': 2256.19, 'exchange_rate': 0.8228}
[2024-11-04T21:17:43.286+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000006', 'transaction_date': 1716499063285, 'account_id': 'A00886', 'customer_id': 'C00218', 'transaction_type': 'Withdrawal', 'currency': 'USD', 'branch_id': 'B00354', 'transaction_amount': 141.43, 'exchange_rate': 0.666}
[2024-11-04T21:17:43.289+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000007', 'transaction_date': 1704143863289, 'account_id': 'A00468', 'customer_id': 'C00907', 'transaction_type': 'Deposit', 'currency': 'USD', 'branch_id': 'B00050', 'transaction_amount': 6674.34, 'exchange_rate': 1.0801}
[2024-11-04T21:17:43.292+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000008', 'transaction_date': 1729977463291, 'account_id': 'A00796', 'customer_id': 'C00144', 'transaction_type': 'Deposit', 'currency': 'EUR', 'branch_id': 'B00527', 'transaction_amount': 4572.47, 'exchange_rate': 0.8346}
[2024-11-04T21:17:43.294+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000009', 'transaction_date': 1721855863294, 'account_id': 'A00090', 'customer_id': 'C00925', 'transaction_type': 'Credit', 'currency': 'USD', 'branch_id': 'B00469', 'transaction_amount': 5293.56, 'exchange_rate': 0.7584}
[2024-11-04T21:17:43.299+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000010', 'transaction_date': 1704575863298, 'account_id': 'A00991', 'customer_id': 'C00383', 'transaction_type': 'Deposit', 'currency': 'USD', 'branch_id': 'B00011', 'transaction_amount': 220.93, 'exchange_rate': 1.1042}
[2024-11-04T21:17:43.302+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000011', 'transaction_date': 1717276663302, 'account_id': 'A00060', 'customer_id': 'C00515', 'transaction_type': 'Credit', 'currency': 'EUR', 'branch_id': 'B00194', 'transaction_amount': 379.85, 'exchange_rate': 1.2289}
[2024-11-04T21:17:43.305+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000012', 'transaction_date': 1724534263305, 'account_id': 'A00325', 'customer_id': 'C00539', 'transaction_type': 'Deposit', 'currency': 'USD', 'branch_id': 'B00442', 'transaction_amount': 2184.92, 'exchange_rate': 1.4916}
