[2024-11-02T19:42:03.955+0000] {taskinstance.py:1157} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: transaction_facts_generator.generate_txn_fact_data scheduled__2024-11-01T00:00:00+00:00 [queued]>
[2024-11-02T19:42:03.971+0000] {taskinstance.py:1157} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: transaction_facts_generator.generate_txn_fact_data scheduled__2024-11-01T00:00:00+00:00 [queued]>
[2024-11-02T19:42:03.972+0000] {taskinstance.py:1359} INFO - Starting attempt 1 of 1
[2024-11-02T19:42:03.995+0000] {taskinstance.py:1380} INFO - Executing <Task(KafkaProduceOperator): generate_txn_fact_data> on 2024-11-01 00:00:00+00:00
[2024-11-02T19:42:04.000+0000] {standard_task_runner.py:57} INFO - Started process 2937 to run task
[2024-11-02T19:42:04.006+0000] {standard_task_runner.py:84} INFO - Running: ['***', 'tasks', 'run', 'transaction_facts_generator', 'generate_txn_fact_data', 'scheduled__2024-11-01T00:00:00+00:00', '--job-id', '196', '--raw', '--subdir', 'DAGS_FOLDER/transaction_facts_generator.py', '--cfg-path', '/tmp/tmp4dor892m']
[2024-11-02T19:42:04.010+0000] {standard_task_runner.py:85} INFO - Job 196: Subtask generate_txn_fact_data
[2024-11-02T19:42:04.284+0000] {task_command.py:415} INFO - Running <TaskInstance: transaction_facts_generator.generate_txn_fact_data scheduled__2024-11-01T00:00:00+00:00 [running]> on host f79a3875bd34
[2024-11-02T19:42:04.462+0000] {taskinstance.py:1660} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='codewithyu' AIRFLOW_CTX_DAG_ID='transaction_facts_generator' AIRFLOW_CTX_TASK_ID='generate_txn_fact_data' AIRFLOW_CTX_EXECUTION_DATE='2024-11-01T00:00:00+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='scheduled__2024-11-01T00:00:00+00:00'
[2024-11-02T19:42:04.467+0000] {conn.py:380} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connecting> [IPv4 ('172.19.0.2', 9092)]>: connecting to kafka_broker:9092 [('172.19.0.2', 9092) IPv4]
[2024-11-02T19:42:04.468+0000] {conn.py:1205} INFO - Probing node bootstrap-0 broker version
[2024-11-02T19:42:04.470+0000] {conn.py:410} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connecting> [IPv4 ('172.19.0.2', 9092)]>: Connection complete.
[2024-11-02T19:42:04.575+0000] {conn.py:1267} INFO - Broker version identified as 2.5.0
[2024-11-02T19:42:04.575+0000] {conn.py:1268} INFO - Set configuration api_version=(2, 5, 0) to skip auto check_version requests on startup
[2024-11-02T19:42:04.585+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000001', 'transaction_date': 1718480524582, 'account_id': 'A00390', 'customer_id': 'C00976', 'transaction_type': 'Withdrawal', 'currency': 'EUR', 'branch_id': 'B00271', 'transaction_amount': 9745.5, 'exchange_rate': 1.1085}
[2024-11-02T19:42:04.589+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000002', 'transaction_date': 1708976524589, 'account_id': 'A00716', 'customer_id': 'C00612', 'transaction_type': 'Debit', 'currency': 'USD', 'branch_id': 'B00820', 'transaction_amount': 6906.68, 'exchange_rate': 1.1099}
[2024-11-02T19:42:04.590+0000] {conn.py:380} INFO - <BrokerConnection node_id=0 host=kafka_broker:9092 <connecting> [IPv4 ('172.19.0.2', 9092)]>: connecting to kafka_broker:9092 [('172.19.0.2', 9092) IPv4]
[2024-11-02T19:42:04.592+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000003', 'transaction_date': 1724614924592, 'account_id': 'A00488', 'customer_id': 'C00258', 'transaction_type': 'Credit', 'currency': 'GBP', 'branch_id': 'B00932', 'transaction_amount': 6544.83, 'exchange_rate': 1.3343}
[2024-11-02T19:42:04.593+0000] {conn.py:410} INFO - <BrokerConnection node_id=0 host=kafka_broker:9092 <connecting> [IPv4 ('172.19.0.2', 9092)]>: Connection complete.
[2024-11-02T19:42:04.595+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000004', 'transaction_date': 1706298124595, 'account_id': 'A00132', 'customer_id': 'C00561', 'transaction_type': 'Debit', 'currency': 'USD', 'branch_id': 'B00127', 'transaction_amount': 6923.99, 'exchange_rate': 0.842}
[2024-11-02T19:42:04.596+0000] {conn.py:919} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connected> [IPv4 ('172.19.0.2', 9092)]>: Closing connection. 
[2024-11-02T19:42:04.598+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000005', 'transaction_date': 1708112524598, 'account_id': 'A00957', 'customer_id': 'C00376', 'transaction_type': 'Withdrawal', 'currency': 'EUR', 'branch_id': 'B00305', 'transaction_amount': 4613.22, 'exchange_rate': 1.3227}
[2024-11-02T19:42:04.603+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000006', 'transaction_date': 1704656524603, 'account_id': 'A00633', 'customer_id': 'C00016', 'transaction_type': 'Credit', 'currency': 'USD', 'branch_id': 'B00683', 'transaction_amount': 2981.21, 'exchange_rate': 0.5198}
[2024-11-02T19:42:04.607+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000007', 'transaction_date': 1721245324606, 'account_id': 'A00722', 'customer_id': 'C00628', 'transaction_type': 'Credit', 'currency': 'USD', 'branch_id': 'B00527', 'transaction_amount': 5856.87, 'exchange_rate': 1.1397}
[2024-11-02T19:42:04.610+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000008', 'transaction_date': 1703706124610, 'account_id': 'A00401', 'customer_id': 'C00545', 'transaction_type': 'Credit', 'currency': 'GBP', 'branch_id': 'B00370', 'transaction_amount': 4222.35, 'exchange_rate': 1.3192}
[2024-11-02T19:42:04.614+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000009', 'transaction_date': 1717011724614, 'account_id': 'A00708', 'customer_id': 'C00863', 'transaction_type': 'Transfer', 'currency': 'EUR', 'branch_id': 'B00898', 'transaction_amount': 3128.28, 'exchange_rate': 1.2972}
[2024-11-02T19:42:04.618+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000010', 'transaction_date': 1709926924618, 'account_id': 'A00673', 'customer_id': 'C00995', 'transaction_type': 'Credit', 'currency': 'EUR', 'branch_id': 'B00148', 'transaction_amount': 8446.58, 'exchange_rate': 0.8235}
[2024-11-02T19:42:04.621+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000011', 'transaction_date': 1719862924621, 'account_id': 'A00918', 'customer_id': 'C00782', 'transaction_type': 'Credit', 'currency': 'GBP', 'branch_id': 'B00976', 'transaction_amount': 7371.56, 'exchange_rate': 0.717}
[2024-11-02T19:42:04.625+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000012', 'transaction_date': 1709926924625, 'account_id': 'A00827', 'customer_id': 'C00080', 'transaction_type': 'Debit', 'currency': 'USD', 'branch_id': 'B00815', 'transaction_amount': 726.16, 'exchange_rate': 0.663}
[2024-11-02T19:42:04.629+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000013', 'transaction_date': 1717270924629, 'account_id': 'A00853', 'customer_id': 'C00225', 'transaction_type': 'Deposit', 'currency': 'USD', 'branch_id': 'B00630', 'transaction_amount': 7271.73, 'exchange_rate': 1.3438}
[2024-11-02T19:42:04.634+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000014', 'transaction_date': 1709408524633, 'account_id': 'A00764', 'customer_id': 'C00243', 'transaction_type': 'Deposit', 'currency': 'USD', 'branch_id': 'B00639', 'transaction_amount': 6605.11, 'exchange_rate': 0.8266}
[2024-11-02T19:42:04.638+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000015', 'transaction_date': 1711050124638, 'account_id': 'A00599', 'customer_id': 'C00530', 'transaction_type': 'Deposit', 'currency': 'USD', 'branch_id': 'B00221', 'transaction_amount': 8879.6, 'exchange_rate': 0.7165}
[2024-11-02T19:42:04.643+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000016', 'transaction_date': 1723059724642, 'account_id': 'A00946', 'customer_id': 'C00689', 'transaction_type': 'Credit', 'currency': 'USD', 'branch_id': 'B00952', 'transaction_amount': 1421.94, 'exchange_rate': 1.2875}
[2024-11-02T19:42:04.646+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000017', 'transaction_date': 1726947724645, 'account_id': 'A00635', 'customer_id': 'C00157', 'transaction_type': 'Withdrawal', 'currency': 'USD', 'branch_id': 'B00485', 'transaction_amount': 594.35, 'exchange_rate': 1.2315}
[2024-11-02T19:42:04.649+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000018', 'transaction_date': 1705606924649, 'account_id': 'A00191', 'customer_id': 'C00702', 'transaction_type': 'Transfer', 'currency': 'GBP', 'branch_id': 'B00611', 'transaction_amount': 7773.05, 'exchange_rate': 1.145}
[2024-11-02T19:42:04.653+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000019', 'transaction_date': 1729021324652, 'account_id': 'A00634', 'customer_id': 'C00687', 'transaction_type': 'Debit', 'currency': 'EUR', 'branch_id': 'B00254', 'transaction_amount': 45.31, 'exchange_rate': 0.7482}
[2024-11-02T19:42:04.656+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000020', 'transaction_date': 1699472524656, 'account_id': 'A00119', 'customer_id': 'C00562', 'transaction_type': 'Transfer', 'currency': 'GBP', 'branch_id': 'B00911', 'transaction_amount': 1917.64, 'exchange_rate': 0.6933}
[2024-11-02T19:42:04.661+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000021', 'transaction_date': 1726861324659, 'account_id': 'A00870', 'customer_id': 'C00310', 'transaction_type': 'Withdrawal', 'currency': 'USD', 'branch_id': 'B00228', 'transaction_amount': 612.88, 'exchange_rate': 1.0337}
[2024-11-02T19:42:04.665+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000022', 'transaction_date': 1708976524664, 'account_id': 'A00326', 'customer_id': 'C00496', 'transaction_type': 'Transfer', 'currency': 'EUR', 'branch_id': 'B00706', 'transaction_amount': 4521.11, 'exchange_rate': 1.0474}
