[2024-11-02T19:41:38.207+0000] {taskinstance.py:1157} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: transaction_facts_generator.generate_txn_fact_data scheduled__2024-10-21T00:00:00+00:00 [queued]>
[2024-11-02T19:41:38.229+0000] {taskinstance.py:1157} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: transaction_facts_generator.generate_txn_fact_data scheduled__2024-10-21T00:00:00+00:00 [queued]>
[2024-11-02T19:41:38.230+0000] {taskinstance.py:1359} INFO - Starting attempt 1 of 1
[2024-11-02T19:41:38.263+0000] {taskinstance.py:1380} INFO - Executing <Task(KafkaProduceOperator): generate_txn_fact_data> on 2024-10-21 00:00:00+00:00
[2024-11-02T19:41:38.273+0000] {standard_task_runner.py:57} INFO - Started process 2870 to run task
[2024-11-02T19:41:38.281+0000] {standard_task_runner.py:84} INFO - Running: ['***', 'tasks', 'run', 'transaction_facts_generator', 'generate_txn_fact_data', 'scheduled__2024-10-21T00:00:00+00:00', '--job-id', '185', '--raw', '--subdir', 'DAGS_FOLDER/transaction_facts_generator.py', '--cfg-path', '/tmp/tmp3ea74o2_']
[2024-11-02T19:41:38.287+0000] {standard_task_runner.py:85} INFO - Job 185: Subtask generate_txn_fact_data
[2024-11-02T19:41:38.410+0000] {task_command.py:415} INFO - Running <TaskInstance: transaction_facts_generator.generate_txn_fact_data scheduled__2024-10-21T00:00:00+00:00 [running]> on host f79a3875bd34
[2024-11-02T19:41:38.659+0000] {taskinstance.py:1660} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='codewithyu' AIRFLOW_CTX_DAG_ID='transaction_facts_generator' AIRFLOW_CTX_TASK_ID='generate_txn_fact_data' AIRFLOW_CTX_EXECUTION_DATE='2024-10-21T00:00:00+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='scheduled__2024-10-21T00:00:00+00:00'
[2024-11-02T19:41:38.669+0000] {conn.py:380} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connecting> [IPv4 ('172.19.0.2', 9092)]>: connecting to kafka_broker:9092 [('172.19.0.2', 9092) IPv4]
[2024-11-02T19:41:38.673+0000] {conn.py:1205} INFO - Probing node bootstrap-0 broker version
[2024-11-02T19:41:38.676+0000] {conn.py:410} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connecting> [IPv4 ('172.19.0.2', 9092)]>: Connection complete.
[2024-11-02T19:41:38.787+0000] {conn.py:1267} INFO - Broker version identified as 2.5.0
[2024-11-02T19:41:38.788+0000] {conn.py:1268} INFO - Set configuration api_version=(2, 5, 0) to skip auto check_version requests on startup
[2024-11-02T19:41:38.807+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000001', 'transaction_date': 1715110898804, 'account_id': 'A00392', 'customer_id': 'C00606', 'transaction_type': 'Deposit', 'currency': 'GBP', 'branch_id': 'B00900', 'transaction_amount': 2718.02, 'exchange_rate': 0.8066}
[2024-11-02T19:41:38.810+0000] {conn.py:380} INFO - <BrokerConnection node_id=0 host=kafka_broker:9092 <connecting> [IPv4 ('172.19.0.2', 9092)]>: connecting to kafka_broker:9092 [('172.19.0.2', 9092) IPv4]
[2024-11-02T19:41:38.831+0000] {conn.py:410} INFO - <BrokerConnection node_id=0 host=kafka_broker:9092 <connecting> [IPv4 ('172.19.0.2', 9092)]>: Connection complete.
[2024-11-02T19:41:38.825+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000002', 'transaction_date': 1724182898824, 'account_id': 'A00171', 'customer_id': 'C00907', 'transaction_type': 'Credit', 'currency': 'GBP', 'branch_id': 'B00126', 'transaction_amount': 5619.03, 'exchange_rate': 1.4798}
[2024-11-02T19:41:38.835+0000] {conn.py:919} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connected> [IPv4 ('172.19.0.2', 9092)]>: Closing connection. 
[2024-11-02T19:41:38.844+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000003', 'transaction_date': 1701286898841, 'account_id': 'A00466', 'customer_id': 'C00403', 'transaction_type': 'Credit', 'currency': 'GBP', 'branch_id': 'B00604', 'transaction_amount': 3573.59, 'exchange_rate': 0.812}
[2024-11-02T19:41:38.876+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000004', 'transaction_date': 1713642098867, 'account_id': 'A00989', 'customer_id': 'C00770', 'transaction_type': 'Withdrawal', 'currency': 'GBP', 'branch_id': 'B00493', 'transaction_amount': 8850.26, 'exchange_rate': 0.9306}
[2024-11-02T19:41:38.896+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000005', 'transaction_date': 1699472498894, 'account_id': 'A00416', 'customer_id': 'C00175', 'transaction_type': 'Credit', 'currency': 'GBP', 'branch_id': 'B00636', 'transaction_amount': 5790.92, 'exchange_rate': 0.8794}
[2024-11-02T19:41:38.925+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000006', 'transaction_date': 1719862898900, 'account_id': 'A00163', 'customer_id': 'C00373', 'transaction_type': 'Deposit', 'currency': 'EUR', 'branch_id': 'B00006', 'transaction_amount': 8552.41, 'exchange_rate': 0.737}
[2024-11-02T19:41:38.949+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000007', 'transaction_date': 1720467698949, 'account_id': 'A00289', 'customer_id': 'C00571', 'transaction_type': 'Withdrawal', 'currency': 'EUR', 'branch_id': 'B00997', 'transaction_amount': 7660.47, 'exchange_rate': 0.9895}
[2024-11-02T19:41:38.964+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000008', 'transaction_date': 1723664498963, 'account_id': 'A00773', 'customer_id': 'C00366', 'transaction_type': 'Withdrawal', 'currency': 'EUR', 'branch_id': 'B00336', 'transaction_amount': 4691.82, 'exchange_rate': 1.3121}
[2024-11-02T19:41:38.990+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000009', 'transaction_date': 1718480498984, 'account_id': 'A00732', 'customer_id': 'C00090', 'transaction_type': 'Credit', 'currency': 'USD', 'branch_id': 'B00006', 'transaction_amount': 1091.15, 'exchange_rate': 0.879}
[2024-11-02T19:41:39.024+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000010', 'transaction_date': 1703101298996, 'account_id': 'A00412', 'customer_id': 'C00265', 'transaction_type': 'Transfer', 'currency': 'GBP', 'branch_id': 'B00397', 'transaction_amount': 5706.4, 'exchange_rate': 0.7445}
[2024-11-02T19:41:39.052+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000011', 'transaction_date': 1709062899051, 'account_id': 'A00479', 'customer_id': 'C00378', 'transaction_type': 'Withdrawal', 'currency': 'EUR', 'branch_id': 'B00171', 'transaction_amount': 4430.14, 'exchange_rate': 1.2515}
[2024-11-02T19:41:39.074+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000012', 'transaction_date': 1719085299072, 'account_id': 'A00051', 'customer_id': 'C00169', 'transaction_type': 'Debit', 'currency': 'USD', 'branch_id': 'B00304', 'transaction_amount': 487.39, 'exchange_rate': 1.3149}
[2024-11-02T19:41:39.081+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000013', 'transaction_date': 1719430899079, 'account_id': 'A00240', 'customer_id': 'C00134', 'transaction_type': 'Deposit', 'currency': 'EUR', 'branch_id': 'B00837', 'transaction_amount': 4501.67, 'exchange_rate': 0.7921}
[2024-11-02T19:41:39.108+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000014', 'transaction_date': 1713210099108, 'account_id': 'A00569', 'customer_id': 'C00098', 'transaction_type': 'Transfer', 'currency': 'USD', 'branch_id': 'B00311', 'transaction_amount': 5967.45, 'exchange_rate': 0.5831}
[2024-11-02T19:41:39.156+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000015', 'transaction_date': 1705866099154, 'account_id': 'A00929', 'customer_id': 'C00396', 'transaction_type': 'Debit', 'currency': 'EUR', 'branch_id': 'B00949', 'transaction_amount': 6849.57, 'exchange_rate': 0.561}
[2024-11-02T19:41:39.178+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000016', 'transaction_date': 1728589299177, 'account_id': 'A00082', 'customer_id': 'C00440', 'transaction_type': 'Credit', 'currency': 'EUR', 'branch_id': 'B00563', 'transaction_amount': 8577.66, 'exchange_rate': 0.8692}
[2024-11-02T19:41:39.218+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000017', 'transaction_date': 1709926899214, 'account_id': 'A00927', 'customer_id': 'C00330', 'transaction_type': 'Credit', 'currency': 'USD', 'branch_id': 'B00341', 'transaction_amount': 2587.61, 'exchange_rate': 0.8609}
[2024-11-02T19:41:39.229+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000018', 'transaction_date': 1725910899228, 'account_id': 'A00409', 'customer_id': 'C00073', 'transaction_type': 'Transfer', 'currency': 'EUR', 'branch_id': 'B00777', 'transaction_amount': 4489.5, 'exchange_rate': 0.7287}
[2024-11-02T19:41:39.236+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000019', 'transaction_date': 1703101299235, 'account_id': 'A00457', 'customer_id': 'C00204', 'transaction_type': 'Transfer', 'currency': 'GBP', 'branch_id': 'B00406', 'transaction_amount': 8894.84, 'exchange_rate': 1.1144}
[2024-11-02T19:41:39.247+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000020', 'transaction_date': 1713210099244, 'account_id': 'A00538', 'customer_id': 'C00238', 'transaction_type': 'Transfer', 'currency': 'EUR', 'branch_id': 'B00953', 'transaction_amount': 2774.73, 'exchange_rate': 0.784}
[2024-11-02T19:41:39.252+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000021', 'transaction_date': 1702410099252, 'account_id': 'A00900', 'customer_id': 'C00476', 'transaction_type': 'Deposit', 'currency': 'GBP', 'branch_id': 'B00351', 'transaction_amount': 3496.74, 'exchange_rate': 0.7181}
[2024-11-02T19:41:39.262+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000022', 'transaction_date': 1722886899260, 'account_id': 'A00074', 'customer_id': 'C00733', 'transaction_type': 'Debit', 'currency': 'USD', 'branch_id': 'B00345', 'transaction_amount': 3276.05, 'exchange_rate': 1.3838}
[2024-11-02T19:41:39.269+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000023', 'transaction_date': 1726429299268, 'account_id': 'A00552', 'customer_id': 'C00631', 'transaction_type': 'Withdrawal', 'currency': 'GBP', 'branch_id': 'B00150', 'transaction_amount': 96.54, 'exchange_rate': 0.5744}
[2024-11-02T19:41:39.277+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000024', 'transaction_date': 1727293299274, 'account_id': 'A00050', 'customer_id': 'C00073', 'transaction_type': 'Credit', 'currency': 'USD', 'branch_id': 'B00765', 'transaction_amount': 872.92, 'exchange_rate': 0.5916}
[2024-11-02T19:41:39.292+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000025', 'transaction_date': 1715974899291, 'account_id': 'A00905', 'customer_id': 'C00108', 'transaction_type': 'Debit', 'currency': 'GBP', 'branch_id': 'B00896', 'transaction_amount': 5315.13, 'exchange_rate': 1.2018}
[2024-11-02T19:41:39.319+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000026', 'transaction_date': 1706902899301, 'account_id': 'A00706', 'customer_id': 'C00895', 'transaction_type': 'Debit', 'currency': 'USD', 'branch_id': 'B00269', 'transaction_amount': 3787.09, 'exchange_rate': 0.5627}
[2024-11-02T19:41:39.338+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000027', 'transaction_date': 1702064499331, 'account_id': 'A00715', 'customer_id': 'C00748', 'transaction_type': 'Deposit', 'currency': 'EUR', 'branch_id': 'B00836', 'transaction_amount': 5507.04, 'exchange_rate': 1.3958}
[2024-11-02T19:41:39.346+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000028', 'transaction_date': 1701027699341, 'account_id': 'A00386', 'customer_id': 'C00037', 'transaction_type': 'Transfer', 'currency': 'GBP', 'branch_id': 'B00218', 'transaction_amount': 7726.5, 'exchange_rate': 0.6072}
[2024-11-02T19:41:39.377+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000029', 'transaction_date': 1710877299372, 'account_id': 'A00535', 'customer_id': 'C00513', 'transaction_type': 'Transfer', 'currency': 'GBP', 'branch_id': 'B00300', 'transaction_amount': 9438.0, 'exchange_rate': 1.0772}
[2024-11-02T19:41:39.396+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000030', 'transaction_date': 1716147699396, 'account_id': 'A00073', 'customer_id': 'C00425', 'transaction_type': 'Credit', 'currency': 'EUR', 'branch_id': 'B00108', 'transaction_amount': 3524.78, 'exchange_rate': 0.7391}
[2024-11-02T19:41:39.405+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000031', 'transaction_date': 1699472499403, 'account_id': 'A00815', 'customer_id': 'C00924', 'transaction_type': 'Withdrawal', 'currency': 'USD', 'branch_id': 'B00428', 'transaction_amount': 5044.47, 'exchange_rate': 1.3482}
[2024-11-02T19:41:39.428+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000032', 'transaction_date': 1711136499427, 'account_id': 'A00730', 'customer_id': 'C00552', 'transaction_type': 'Withdrawal', 'currency': 'GBP', 'branch_id': 'B00745', 'transaction_amount': 7813.59, 'exchange_rate': 1.0506}
[2024-11-02T19:41:39.445+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000033', 'transaction_date': 1707939699444, 'account_id': 'A00645', 'customer_id': 'C00979', 'transaction_type': 'Transfer', 'currency': 'USD', 'branch_id': 'B00065', 'transaction_amount': 5199.4, 'exchange_rate': 0.9912}
[2024-11-02T19:41:39.462+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000034', 'transaction_date': 1726774899459, 'account_id': 'A00819', 'customer_id': 'C00707', 'transaction_type': 'Withdrawal', 'currency': 'EUR', 'branch_id': 'B00669', 'transaction_amount': 6975.73, 'exchange_rate': 0.773}
[2024-11-02T19:41:39.466+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000035', 'transaction_date': 1700941299466, 'account_id': 'A00281', 'customer_id': 'C00505', 'transaction_type': 'Credit', 'currency': 'USD', 'branch_id': 'B00606', 'transaction_amount': 3653.43, 'exchange_rate': 1.1304}
[2024-11-02T19:41:39.497+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000036', 'transaction_date': 1704397299490, 'account_id': 'A00413', 'customer_id': 'C00615', 'transaction_type': 'Credit', 'currency': 'GBP', 'branch_id': 'B00583', 'transaction_amount': 6767.01, 'exchange_rate': 0.5768}
[2024-11-02T19:41:39.510+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000037', 'transaction_date': 1711568499503, 'account_id': 'A00132', 'customer_id': 'C00458', 'transaction_type': 'Deposit', 'currency': 'GBP', 'branch_id': 'B00064', 'transaction_amount': 8265.97, 'exchange_rate': 0.9888}
[2024-11-02T19:41:39.534+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000038', 'transaction_date': 1705002099518, 'account_id': 'A00504', 'customer_id': 'C00267', 'transaction_type': 'Transfer', 'currency': 'GBP', 'branch_id': 'B00442', 'transaction_amount': 3101.43, 'exchange_rate': 0.8183}
[2024-11-02T19:41:39.540+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000039', 'transaction_date': 1703706099537, 'account_id': 'A00731', 'customer_id': 'C00909', 'transaction_type': 'Withdrawal', 'currency': 'USD', 'branch_id': 'B00291', 'transaction_amount': 5178.1, 'exchange_rate': 1.1351}
