[2024-11-02T19:41:42.173+0000] {taskinstance.py:1157} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: transaction_facts_generator.generate_txn_fact_data scheduled__2024-10-29T00:00:00+00:00 [queued]>
[2024-11-02T19:41:42.246+0000] {taskinstance.py:1157} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: transaction_facts_generator.generate_txn_fact_data scheduled__2024-10-29T00:00:00+00:00 [queued]>
[2024-11-02T19:41:42.250+0000] {taskinstance.py:1359} INFO - Starting attempt 1 of 1
[2024-11-02T19:41:42.778+0000] {taskinstance.py:1380} INFO - Executing <Task(KafkaProduceOperator): generate_txn_fact_data> on 2024-10-29 00:00:00+00:00
[2024-11-02T19:41:42.906+0000] {standard_task_runner.py:57} INFO - Started process 2903 to run task
[2024-11-02T19:41:43.624+0000] {standard_task_runner.py:84} INFO - Running: ['***', 'tasks', 'run', 'transaction_facts_generator', 'generate_txn_fact_data', 'scheduled__2024-10-29T00:00:00+00:00', '--job-id', '193', '--raw', '--subdir', 'DAGS_FOLDER/transaction_facts_generator.py', '--cfg-path', '/tmp/tmp_66gl9w4']
[2024-11-02T19:41:43.707+0000] {standard_task_runner.py:85} INFO - Job 193: Subtask generate_txn_fact_data
[2024-11-02T19:41:44.286+0000] {task_command.py:415} INFO - Running <TaskInstance: transaction_facts_generator.generate_txn_fact_data scheduled__2024-10-29T00:00:00+00:00 [running]> on host f79a3875bd34
[2024-11-02T19:41:44.871+0000] {taskinstance.py:1660} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='codewithyu' AIRFLOW_CTX_DAG_ID='transaction_facts_generator' AIRFLOW_CTX_TASK_ID='generate_txn_fact_data' AIRFLOW_CTX_EXECUTION_DATE='2024-10-29T00:00:00+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='scheduled__2024-10-29T00:00:00+00:00'
[2024-11-02T19:41:44.880+0000] {conn.py:380} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connecting> [IPv4 ('172.19.0.2', 9092)]>: connecting to kafka_broker:9092 [('172.19.0.2', 9092) IPv4]
[2024-11-02T19:41:44.881+0000] {conn.py:1205} INFO - Probing node bootstrap-0 broker version
[2024-11-02T19:41:44.883+0000] {conn.py:410} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connecting> [IPv4 ('172.19.0.2', 9092)]>: Connection complete.
[2024-11-02T19:41:45.044+0000] {conn.py:1267} INFO - Broker version identified as 2.5.0
[2024-11-02T19:41:45.046+0000] {conn.py:1268} INFO - Set configuration api_version=(2, 5, 0) to skip auto check_version requests on startup
[2024-11-02T19:41:45.078+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000001', 'transaction_date': 1712086905077, 'account_id': 'A00537', 'customer_id': 'C00042', 'transaction_type': 'Withdrawal', 'currency': 'USD', 'branch_id': 'B00121', 'transaction_amount': 5921.49, 'exchange_rate': 0.7202}
[2024-11-02T19:41:45.085+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000002', 'transaction_date': 1704570105085, 'account_id': 'A00250', 'customer_id': 'C00942', 'transaction_type': 'Transfer', 'currency': 'GBP', 'branch_id': 'B00282', 'transaction_amount': 2910.76, 'exchange_rate': 1.2558}
[2024-11-02T19:41:45.092+0000] {conn.py:380} INFO - <BrokerConnection node_id=0 host=kafka_broker:9092 <connecting> [IPv4 ('172.19.0.2', 9092)]>: connecting to kafka_broker:9092 [('172.19.0.2', 9092) IPv4]
[2024-11-02T19:41:45.092+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000003', 'transaction_date': 1726515705092, 'account_id': 'A00605', 'customer_id': 'C00634', 'transaction_type': 'Deposit', 'currency': 'EUR', 'branch_id': 'B00876', 'transaction_amount': 4122.65, 'exchange_rate': 0.8149}
[2024-11-02T19:41:45.094+0000] {conn.py:410} INFO - <BrokerConnection node_id=0 host=kafka_broker:9092 <connecting> [IPv4 ('172.19.0.2', 9092)]>: Connection complete.
[2024-11-02T19:41:45.105+0000] {conn.py:919} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connected> [IPv4 ('172.19.0.2', 9092)]>: Closing connection. 
[2024-11-02T19:41:45.100+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000004', 'transaction_date': 1702582905098, 'account_id': 'A00489', 'customer_id': 'C00672', 'transaction_type': 'Credit', 'currency': 'USD', 'branch_id': 'B00622', 'transaction_amount': 1224.61, 'exchange_rate': 1.418}
[2024-11-02T19:41:45.114+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000005', 'transaction_date': 1717530105112, 'account_id': 'A00612', 'customer_id': 'C00418', 'transaction_type': 'Withdrawal', 'currency': 'EUR', 'branch_id': 'B00693', 'transaction_amount': 5946.9, 'exchange_rate': 0.8726}
[2024-11-02T19:41:45.123+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000006', 'transaction_date': 1725910905121, 'account_id': 'A00287', 'customer_id': 'C00699', 'transaction_type': 'Transfer', 'currency': 'USD', 'branch_id': 'B00604', 'transaction_amount': 5295.13, 'exchange_rate': 0.8813}
[2024-11-02T19:41:45.130+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000007', 'transaction_date': 1704570105129, 'account_id': 'A00900', 'customer_id': 'C00795', 'transaction_type': 'Transfer', 'currency': 'GBP', 'branch_id': 'B00403', 'transaction_amount': 4354.37, 'exchange_rate': 1.2749}
[2024-11-02T19:41:45.157+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000008', 'transaction_date': 1725306105156, 'account_id': 'A00998', 'customer_id': 'C00621', 'transaction_type': 'Transfer', 'currency': 'EUR', 'branch_id': 'B00204', 'transaction_amount': 2098.69, 'exchange_rate': 0.6327}
[2024-11-02T19:41:45.174+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000009', 'transaction_date': 1726774905169, 'account_id': 'A00132', 'customer_id': 'C00543', 'transaction_type': 'Transfer', 'currency': 'EUR', 'branch_id': 'B00198', 'transaction_amount': 4345.24, 'exchange_rate': 0.8588}
[2024-11-02T19:41:45.196+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000010', 'transaction_date': 1707507705196, 'account_id': 'A00032', 'customer_id': 'C00447', 'transaction_type': 'Withdrawal', 'currency': 'USD', 'branch_id': 'B00656', 'transaction_amount': 1726.46, 'exchange_rate': 0.7607}
[2024-11-02T19:41:45.204+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000011', 'transaction_date': 1708026105204, 'account_id': 'A00948', 'customer_id': 'C00218', 'transaction_type': 'Debit', 'currency': 'GBP', 'branch_id': 'B00728', 'transaction_amount': 8698.68, 'exchange_rate': 1.1616}
[2024-11-02T19:41:45.212+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000012', 'transaction_date': 1713728505210, 'account_id': 'A00308', 'customer_id': 'C00162', 'transaction_type': 'Debit', 'currency': 'GBP', 'branch_id': 'B00949', 'transaction_amount': 2295.44, 'exchange_rate': 1.0464}
[2024-11-02T19:41:45.218+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000013', 'transaction_date': 1702237305215, 'account_id': 'A00347', 'customer_id': 'C00823', 'transaction_type': 'Withdrawal', 'currency': 'EUR', 'branch_id': 'B00524', 'transaction_amount': 6681.17, 'exchange_rate': 1.2825}
[2024-11-02T19:41:45.223+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000014', 'transaction_date': 1727552505223, 'account_id': 'A00005', 'customer_id': 'C00298', 'transaction_type': 'Debit', 'currency': 'USD', 'branch_id': 'B00877', 'transaction_amount': 1091.6, 'exchange_rate': 0.6633}
[2024-11-02T19:41:45.230+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000015', 'transaction_date': 1719690105229, 'account_id': 'A00835', 'customer_id': 'C00872', 'transaction_type': 'Credit', 'currency': 'GBP', 'branch_id': 'B00944', 'transaction_amount': 1849.33, 'exchange_rate': 0.9378}
[2024-11-02T19:41:45.248+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000016', 'transaction_date': 1718912505247, 'account_id': 'A00558', 'customer_id': 'C00158', 'transaction_type': 'Withdrawal', 'currency': 'USD', 'branch_id': 'B00098', 'transaction_amount': 1588.39, 'exchange_rate': 1.3287}
[2024-11-02T19:41:45.256+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000017', 'transaction_date': 1721850105254, 'account_id': 'A00326', 'customer_id': 'C00959', 'transaction_type': 'Deposit', 'currency': 'GBP', 'branch_id': 'B00993', 'transaction_amount': 3050.94, 'exchange_rate': 0.7256}
[2024-11-02T19:41:45.260+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000018', 'transaction_date': 1701632505260, 'account_id': 'A00735', 'customer_id': 'C00201', 'transaction_type': 'Credit', 'currency': 'USD', 'branch_id': 'B00079', 'transaction_amount': 8062.92, 'exchange_rate': 0.5536}
[2024-11-02T19:41:45.268+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000019', 'transaction_date': 1721504505267, 'account_id': 'A00910', 'customer_id': 'C00477', 'transaction_type': 'Withdrawal', 'currency': 'EUR', 'branch_id': 'B00060', 'transaction_amount': 9013.4, 'exchange_rate': 1.4326}
[2024-11-02T19:41:45.276+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000020', 'transaction_date': 1715802105274, 'account_id': 'A00870', 'customer_id': 'C00937', 'transaction_type': 'Transfer', 'currency': 'GBP', 'branch_id': 'B00779', 'transaction_amount': 1143.98, 'exchange_rate': 1.0961}
[2024-11-02T19:41:45.283+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000021', 'transaction_date': 1716406905281, 'account_id': 'A01000', 'customer_id': 'C00856', 'transaction_type': 'Debit', 'currency': 'EUR', 'branch_id': 'B00888', 'transaction_amount': 9748.31, 'exchange_rate': 0.5753}
[2024-11-02T19:41:45.288+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000022', 'transaction_date': 1705866105287, 'account_id': 'A00612', 'customer_id': 'C00445', 'transaction_type': 'Deposit', 'currency': 'EUR', 'branch_id': 'B00920', 'transaction_amount': 1602.67, 'exchange_rate': 0.8057}
[2024-11-02T19:41:45.301+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000023', 'transaction_date': 1717702905294, 'account_id': 'A00877', 'customer_id': 'C00068', 'transaction_type': 'Withdrawal', 'currency': 'GBP', 'branch_id': 'B00548', 'transaction_amount': 4822.84, 'exchange_rate': 0.7618}
[2024-11-02T19:41:45.308+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000024', 'transaction_date': 1704915705306, 'account_id': 'A00370', 'customer_id': 'C00795', 'transaction_type': 'Debit', 'currency': 'GBP', 'branch_id': 'B00735', 'transaction_amount': 2207.78, 'exchange_rate': 1.3981}
[2024-11-02T19:41:45.319+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000025', 'transaction_date': 1719430905312, 'account_id': 'A00005', 'customer_id': 'C00067', 'transaction_type': 'Withdrawal', 'currency': 'GBP', 'branch_id': 'B00727', 'transaction_amount': 6432.2, 'exchange_rate': 1.0557}
[2024-11-02T19:41:45.324+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000026', 'transaction_date': 1713037305323, 'account_id': 'A00297', 'customer_id': 'C00725', 'transaction_type': 'Credit', 'currency': 'USD', 'branch_id': 'B00840', 'transaction_amount': 453.92, 'exchange_rate': 1.4023}
[2024-11-02T19:41:45.332+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000027', 'transaction_date': 1700509305331, 'account_id': 'A00606', 'customer_id': 'C00614', 'transaction_type': 'Transfer', 'currency': 'EUR', 'branch_id': 'B00073', 'transaction_amount': 5791.64, 'exchange_rate': 0.8053}
