[2024-11-02T19:41:39.776+0000] {taskinstance.py:1157} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: transaction_facts_generator.generate_txn_fact_data scheduled__2024-10-25T00:00:00+00:00 [queued]>
[2024-11-02T19:41:39.811+0000] {taskinstance.py:1157} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: transaction_facts_generator.generate_txn_fact_data scheduled__2024-10-25T00:00:00+00:00 [queued]>
[2024-11-02T19:41:39.820+0000] {taskinstance.py:1359} INFO - Starting attempt 1 of 1
[2024-11-02T19:41:39.875+0000] {taskinstance.py:1380} INFO - Executing <Task(KafkaProduceOperator): generate_txn_fact_data> on 2024-10-25 00:00:00+00:00
[2024-11-02T19:41:39.901+0000] {standard_task_runner.py:57} INFO - Started process 2884 to run task
[2024-11-02T19:41:39.899+0000] {standard_task_runner.py:84} INFO - Running: ['***', 'tasks', 'run', 'transaction_facts_generator', 'generate_txn_fact_data', 'scheduled__2024-10-25T00:00:00+00:00', '--job-id', '189', '--raw', '--subdir', 'DAGS_FOLDER/transaction_facts_generator.py', '--cfg-path', '/tmp/tmph8rhmtpa']
[2024-11-02T19:41:39.908+0000] {standard_task_runner.py:85} INFO - Job 189: Subtask generate_txn_fact_data
[2024-11-02T19:41:40.163+0000] {task_command.py:415} INFO - Running <TaskInstance: transaction_facts_generator.generate_txn_fact_data scheduled__2024-10-25T00:00:00+00:00 [running]> on host f79a3875bd34
[2024-11-02T19:41:40.538+0000] {taskinstance.py:1660} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='codewithyu' AIRFLOW_CTX_DAG_ID='transaction_facts_generator' AIRFLOW_CTX_TASK_ID='generate_txn_fact_data' AIRFLOW_CTX_EXECUTION_DATE='2024-10-25T00:00:00+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='scheduled__2024-10-25T00:00:00+00:00'
[2024-11-02T19:41:40.545+0000] {conn.py:380} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connecting> [IPv4 ('172.19.0.2', 9092)]>: connecting to kafka_broker:9092 [('172.19.0.2', 9092) IPv4]
[2024-11-02T19:41:40.546+0000] {conn.py:1205} INFO - Probing node bootstrap-0 broker version
[2024-11-02T19:41:40.550+0000] {conn.py:410} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connecting> [IPv4 ('172.19.0.2', 9092)]>: Connection complete.
[2024-11-02T19:41:40.667+0000] {conn.py:1267} INFO - Broker version identified as 2.5.0
[2024-11-02T19:41:40.669+0000] {conn.py:1268} INFO - Set configuration api_version=(2, 5, 0) to skip auto check_version requests on startup
[2024-11-02T19:41:40.691+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000001', 'transaction_date': 1718307700681, 'account_id': 'A00653', 'customer_id': 'C00846', 'transaction_type': 'Debit', 'currency': 'USD', 'branch_id': 'B00435', 'transaction_amount': 205.63, 'exchange_rate': 0.5657}
[2024-11-02T19:41:40.699+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000002', 'transaction_date': 1708112500698, 'account_id': 'A00422', 'customer_id': 'C00471', 'transaction_type': 'Deposit', 'currency': 'USD', 'branch_id': 'B00837', 'transaction_amount': 777.88, 'exchange_rate': 1.3363}
[2024-11-02T19:41:40.702+0000] {conn.py:380} INFO - <BrokerConnection node_id=0 host=kafka_broker:9092 <connecting> [IPv4 ('172.19.0.2', 9092)]>: connecting to kafka_broker:9092 [('172.19.0.2', 9092) IPv4]
[2024-11-02T19:41:40.706+0000] {conn.py:410} INFO - <BrokerConnection node_id=0 host=kafka_broker:9092 <connecting> [IPv4 ('172.19.0.2', 9092)]>: Connection complete.
[2024-11-02T19:41:40.707+0000] {conn.py:919} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connected> [IPv4 ('172.19.0.2', 9092)]>: Closing connection. 
[2024-11-02T19:41:40.705+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000003', 'transaction_date': 1722454900705, 'account_id': 'A00680', 'customer_id': 'C00410', 'transaction_type': 'Debit', 'currency': 'EUR', 'branch_id': 'B00756', 'transaction_amount': 3101.87, 'exchange_rate': 1.3974}
[2024-11-02T19:41:40.716+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000004', 'transaction_date': 1716838900713, 'account_id': 'A00053', 'customer_id': 'C00954', 'transaction_type': 'Credit', 'currency': 'USD', 'branch_id': 'B00307', 'transaction_amount': 917.42, 'exchange_rate': 0.5431}
[2024-11-02T19:41:40.720+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000005', 'transaction_date': 1702150900719, 'account_id': 'A00465', 'customer_id': 'C00793', 'transaction_type': 'Withdrawal', 'currency': 'EUR', 'branch_id': 'B00736', 'transaction_amount': 391.99, 'exchange_rate': 1.1897}
[2024-11-02T19:41:40.726+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000006', 'transaction_date': 1699213300725, 'account_id': 'A00021', 'customer_id': 'C00745', 'transaction_type': 'Deposit', 'currency': 'GBP', 'branch_id': 'B00368', 'transaction_amount': 7878.85, 'exchange_rate': 0.8736}
[2024-11-02T19:41:40.777+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000007', 'transaction_date': 1722368500730, 'account_id': 'A00414', 'customer_id': 'C00875', 'transaction_type': 'Deposit', 'currency': 'USD', 'branch_id': 'B00370', 'transaction_amount': 7947.19, 'exchange_rate': 0.7193}
[2024-11-02T19:41:40.809+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000008', 'transaction_date': 1724269300809, 'account_id': 'A00693', 'customer_id': 'C00986', 'transaction_type': 'Credit', 'currency': 'GBP', 'branch_id': 'B00772', 'transaction_amount': 4195.96, 'exchange_rate': 0.7883}
[2024-11-02T19:41:40.830+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000009', 'transaction_date': 1714160500829, 'account_id': 'A00091', 'customer_id': 'C00176', 'transaction_type': 'Withdrawal', 'currency': 'USD', 'branch_id': 'B00781', 'transaction_amount': 738.46, 'exchange_rate': 1.428}
[2024-11-02T19:41:40.875+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000010', 'transaction_date': 1711309300870, 'account_id': 'A00630', 'customer_id': 'C00531', 'transaction_type': 'Debit', 'currency': 'GBP', 'branch_id': 'B00407', 'transaction_amount': 683.89, 'exchange_rate': 0.9554}
[2024-11-02T19:41:40.910+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000011', 'transaction_date': 1709494900907, 'account_id': 'A00207', 'customer_id': 'C00601', 'transaction_type': 'Withdrawal', 'currency': 'USD', 'branch_id': 'B00619', 'transaction_amount': 2690.98, 'exchange_rate': 1.1586}
