[2024-11-02T19:41:13.953+0000] {taskinstance.py:1157} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: transaction_facts_generator.generate_txn_fact_data scheduled__2024-10-09T00:00:00+00:00 [queued]>
[2024-11-02T19:41:14.015+0000] {taskinstance.py:1157} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: transaction_facts_generator.generate_txn_fact_data scheduled__2024-10-09T00:00:00+00:00 [queued]>
[2024-11-02T19:41:14.018+0000] {taskinstance.py:1359} INFO - Starting attempt 1 of 1
[2024-11-02T19:41:14.398+0000] {taskinstance.py:1380} INFO - Executing <Task(KafkaProduceOperator): generate_txn_fact_data> on 2024-10-09 00:00:00+00:00
[2024-11-02T19:41:14.455+0000] {standard_task_runner.py:57} INFO - Started process 2819 to run task
[2024-11-02T19:41:14.490+0000] {standard_task_runner.py:84} INFO - Running: ['***', 'tasks', 'run', 'transaction_facts_generator', 'generate_txn_fact_data', 'scheduled__2024-10-09T00:00:00+00:00', '--job-id', '173', '--raw', '--subdir', 'DAGS_FOLDER/transaction_facts_generator.py', '--cfg-path', '/tmp/tmp6904t7xk']
[2024-11-02T19:41:14.521+0000] {standard_task_runner.py:85} INFO - Job 173: Subtask generate_txn_fact_data
[2024-11-02T19:41:14.983+0000] {task_command.py:415} INFO - Running <TaskInstance: transaction_facts_generator.generate_txn_fact_data scheduled__2024-10-09T00:00:00+00:00 [running]> on host f79a3875bd34
[2024-11-02T19:41:15.397+0000] {taskinstance.py:1660} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='codewithyu' AIRFLOW_CTX_DAG_ID='transaction_facts_generator' AIRFLOW_CTX_TASK_ID='generate_txn_fact_data' AIRFLOW_CTX_EXECUTION_DATE='2024-10-09T00:00:00+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='scheduled__2024-10-09T00:00:00+00:00'
[2024-11-02T19:41:15.410+0000] {conn.py:380} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connecting> [IPv4 ('172.19.0.2', 9092)]>: connecting to kafka_broker:9092 [('172.19.0.2', 9092) IPv4]
[2024-11-02T19:41:15.419+0000] {conn.py:1205} INFO - Probing node bootstrap-0 broker version
[2024-11-02T19:41:15.423+0000] {conn.py:410} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connecting> [IPv4 ('172.19.0.2', 9092)]>: Connection complete.
[2024-11-02T19:41:15.554+0000] {conn.py:1267} INFO - Broker version identified as 2.5.0
[2024-11-02T19:41:15.563+0000] {conn.py:1268} INFO - Set configuration api_version=(2, 5, 0) to skip auto check_version requests on startup
[2024-11-02T19:41:15.590+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000001', 'transaction_date': 1699386075588, 'account_id': 'A00947', 'customer_id': 'C00892', 'transaction_type': 'Credit', 'currency': 'GBP', 'branch_id': 'B00244', 'transaction_amount': 8742.56, 'exchange_rate': 0.5422}
[2024-11-02T19:41:15.596+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000002', 'transaction_date': 1702582875596, 'account_id': 'A00887', 'customer_id': 'C00408', 'transaction_type': 'Deposit', 'currency': 'GBP', 'branch_id': 'B00263', 'transaction_amount': 1362.09, 'exchange_rate': 0.8809}
[2024-11-02T19:41:15.604+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000003', 'transaction_date': 1721072475603, 'account_id': 'A00313', 'customer_id': 'C00183', 'transaction_type': 'Debit', 'currency': 'USD', 'branch_id': 'B00735', 'transaction_amount': 5678.42, 'exchange_rate': 0.7961}
[2024-11-02T19:41:15.610+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000004', 'transaction_date': 1701978075610, 'account_id': 'A00744', 'customer_id': 'C00045', 'transaction_type': 'Deposit', 'currency': 'GBP', 'branch_id': 'B00454', 'transaction_amount': 7476.29, 'exchange_rate': 1.2148}
[2024-11-02T19:41:15.627+0000] {conn.py:380} INFO - <BrokerConnection node_id=0 host=kafka_broker:9092 <connecting> [IPv4 ('172.19.0.2', 9092)]>: connecting to kafka_broker:9092 [('172.19.0.2', 9092) IPv4]
[2024-11-02T19:41:15.629+0000] {conn.py:410} INFO - <BrokerConnection node_id=0 host=kafka_broker:9092 <connecting> [IPv4 ('172.19.0.2', 9092)]>: Connection complete.
[2024-11-02T19:41:15.626+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000005', 'transaction_date': 1729280475624, 'account_id': 'A00464', 'customer_id': 'C00616', 'transaction_type': 'Credit', 'currency': 'GBP', 'branch_id': 'B00195', 'transaction_amount': 4107.56, 'exchange_rate': 1.1531}
[2024-11-02T19:41:15.641+0000] {conn.py:919} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connected> [IPv4 ('172.19.0.2', 9092)]>: Closing connection. 
[2024-11-02T19:41:15.654+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000006', 'transaction_date': 1713728475654, 'account_id': 'A00957', 'customer_id': 'C00274', 'transaction_type': 'Credit', 'currency': 'GBP', 'branch_id': 'B00728', 'transaction_amount': 3021.53, 'exchange_rate': 0.8701}
[2024-11-02T19:41:15.691+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000007', 'transaction_date': 1730230875690, 'account_id': 'A00011', 'customer_id': 'C00772', 'transaction_type': 'Credit', 'currency': 'USD', 'branch_id': 'B00867', 'transaction_amount': 9528.23, 'exchange_rate': 0.7588}
[2024-11-02T19:41:15.700+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000008', 'transaction_date': 1726688475699, 'account_id': 'A00593', 'customer_id': 'C00834', 'transaction_type': 'Credit', 'currency': 'GBP', 'branch_id': 'B00283', 'transaction_amount': 4088.69, 'exchange_rate': 1.4101}
[2024-11-02T19:41:15.705+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000009', 'transaction_date': 1727206875704, 'account_id': 'A00101', 'customer_id': 'C00206', 'transaction_type': 'Deposit', 'currency': 'USD', 'branch_id': 'B00335', 'transaction_amount': 3011.77, 'exchange_rate': 0.7014}
[2024-11-02T19:41:15.736+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000010', 'transaction_date': 1702237275736, 'account_id': 'A00167', 'customer_id': 'C00025', 'transaction_type': 'Debit', 'currency': 'GBP', 'branch_id': 'B00879', 'transaction_amount': 712.45, 'exchange_rate': 0.6868}
[2024-11-02T19:41:15.759+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000011', 'transaction_date': 1714074075757, 'account_id': 'A00210', 'customer_id': 'C00103', 'transaction_type': 'Credit', 'currency': 'EUR', 'branch_id': 'B00690', 'transaction_amount': 4044.8, 'exchange_rate': 0.6644}
[2024-11-02T19:41:15.783+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000012', 'transaction_date': 1728848475782, 'account_id': 'A00442', 'customer_id': 'C00152', 'transaction_type': 'Deposit', 'currency': 'USD', 'branch_id': 'B00967', 'transaction_amount': 7046.18, 'exchange_rate': 1.3837}
[2024-11-02T19:41:15.816+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000013', 'transaction_date': 1712000475816, 'account_id': 'A00547', 'customer_id': 'C00480', 'transaction_type': 'Credit', 'currency': 'GBP', 'branch_id': 'B00541', 'transaction_amount': 4915.19, 'exchange_rate': 0.6704}
[2024-11-02T19:41:15.849+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000014', 'transaction_date': 1713469275848, 'account_id': 'A00364', 'customer_id': 'C00043', 'transaction_type': 'Withdrawal', 'currency': 'EUR', 'branch_id': 'B00822', 'transaction_amount': 997.0, 'exchange_rate': 0.5895}
[2024-11-02T19:41:15.861+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000015', 'transaction_date': 1720813275861, 'account_id': 'A00530', 'customer_id': 'C00745', 'transaction_type': 'Transfer', 'currency': 'GBP', 'branch_id': 'B00613', 'transaction_amount': 1333.83, 'exchange_rate': 0.5232}
[2024-11-02T19:41:15.888+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000016', 'transaction_date': 1727293275887, 'account_id': 'A00840', 'customer_id': 'C00003', 'transaction_type': 'Withdrawal', 'currency': 'USD', 'branch_id': 'B00827', 'transaction_amount': 8217.59, 'exchange_rate': 1.1796}
[2024-11-02T19:41:15.903+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000017', 'transaction_date': 1706816475902, 'account_id': 'A00857', 'customer_id': 'C00539', 'transaction_type': 'Debit', 'currency': 'EUR', 'branch_id': 'B00627', 'transaction_amount': 3865.93, 'exchange_rate': 1.3992}
[2024-11-02T19:41:15.924+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000018', 'transaction_date': 1703274075916, 'account_id': 'A00485', 'customer_id': 'C00339', 'transaction_type': 'Deposit', 'currency': 'EUR', 'branch_id': 'B00752', 'transaction_amount': 9026.85, 'exchange_rate': 1.3582}
[2024-11-02T19:41:15.939+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000019', 'transaction_date': 1702496475933, 'account_id': 'A00859', 'customer_id': 'C00151', 'transaction_type': 'Transfer', 'currency': 'GBP', 'branch_id': 'B00631', 'transaction_amount': 4378.0, 'exchange_rate': 1.3433}
