[2024-11-02T19:41:37.542+0000] {taskinstance.py:1157} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: transaction_facts_generator.generate_txn_fact_data scheduled__2024-10-17T00:00:00+00:00 [queued]>
[2024-11-02T19:41:37.571+0000] {taskinstance.py:1157} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: transaction_facts_generator.generate_txn_fact_data scheduled__2024-10-17T00:00:00+00:00 [queued]>
[2024-11-02T19:41:37.572+0000] {taskinstance.py:1359} INFO - Starting attempt 1 of 1
[2024-11-02T19:41:37.613+0000] {taskinstance.py:1380} INFO - Executing <Task(KafkaProduceOperator): generate_txn_fact_data> on 2024-10-17 00:00:00+00:00
[2024-11-02T19:41:37.631+0000] {standard_task_runner.py:57} INFO - Started process 2863 to run task
[2024-11-02T19:41:37.642+0000] {standard_task_runner.py:84} INFO - Running: ['***', 'tasks', 'run', 'transaction_facts_generator', 'generate_txn_fact_data', 'scheduled__2024-10-17T00:00:00+00:00', '--job-id', '181', '--raw', '--subdir', 'DAGS_FOLDER/transaction_facts_generator.py', '--cfg-path', '/tmp/tmpvnya2b_7']
[2024-11-02T19:41:37.648+0000] {standard_task_runner.py:85} INFO - Job 181: Subtask generate_txn_fact_data
[2024-11-02T19:41:37.786+0000] {task_command.py:415} INFO - Running <TaskInstance: transaction_facts_generator.generate_txn_fact_data scheduled__2024-10-17T00:00:00+00:00 [running]> on host f79a3875bd34
[2024-11-02T19:41:37.992+0000] {taskinstance.py:1660} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='codewithyu' AIRFLOW_CTX_DAG_ID='transaction_facts_generator' AIRFLOW_CTX_TASK_ID='generate_txn_fact_data' AIRFLOW_CTX_EXECUTION_DATE='2024-10-17T00:00:00+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='scheduled__2024-10-17T00:00:00+00:00'
[2024-11-02T19:41:38.000+0000] {conn.py:380} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connecting> [IPv4 ('172.19.0.2', 9092)]>: connecting to kafka_broker:9092 [('172.19.0.2', 9092) IPv4]
[2024-11-02T19:41:38.001+0000] {conn.py:1205} INFO - Probing node bootstrap-0 broker version
[2024-11-02T19:41:38.003+0000] {conn.py:410} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connecting> [IPv4 ('172.19.0.2', 9092)]>: Connection complete.
[2024-11-02T19:41:38.111+0000] {conn.py:1267} INFO - Broker version identified as 2.5.0
[2024-11-02T19:41:38.112+0000] {conn.py:1268} INFO - Set configuration api_version=(2, 5, 0) to skip auto check_version requests on startup
[2024-11-02T19:41:38.123+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000001', 'transaction_date': 1720208498120, 'account_id': 'A00611', 'customer_id': 'C00588', 'transaction_type': 'Transfer', 'currency': 'GBP', 'branch_id': 'B00615', 'transaction_amount': 6200.98, 'exchange_rate': 0.9708}
[2024-11-02T19:41:38.127+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000002', 'transaction_date': 1727379698127, 'account_id': 'A00358', 'customer_id': 'C00777', 'transaction_type': 'Transfer', 'currency': 'EUR', 'branch_id': 'B00275', 'transaction_amount': 4992.27, 'exchange_rate': 1.4855}
[2024-11-02T19:41:38.131+0000] {conn.py:380} INFO - <BrokerConnection node_id=0 host=kafka_broker:9092 <connecting> [IPv4 ('172.19.0.2', 9092)]>: connecting to kafka_broker:9092 [('172.19.0.2', 9092) IPv4]
[2024-11-02T19:41:38.136+0000] {conn.py:410} INFO - <BrokerConnection node_id=0 host=kafka_broker:9092 <connecting> [IPv4 ('172.19.0.2', 9092)]>: Connection complete.
[2024-11-02T19:41:38.137+0000] {conn.py:919} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connected> [IPv4 ('172.19.0.2', 9092)]>: Closing connection. 
[2024-11-02T19:41:38.135+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000003', 'transaction_date': 1726774898134, 'account_id': 'A00450', 'customer_id': 'C00647', 'transaction_type': 'Deposit', 'currency': 'EUR', 'branch_id': 'B00474', 'transaction_amount': 734.82, 'exchange_rate': 0.6772}
[2024-11-02T19:41:38.150+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000004', 'transaction_date': 1725651698150, 'account_id': 'A00649', 'customer_id': 'C00169', 'transaction_type': 'Transfer', 'currency': 'EUR', 'branch_id': 'B00871', 'transaction_amount': 3636.04, 'exchange_rate': 0.5292}
[2024-11-02T19:41:38.159+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000005', 'transaction_date': 1706989298159, 'account_id': 'A00400', 'customer_id': 'C00175', 'transaction_type': 'Withdrawal', 'currency': 'EUR', 'branch_id': 'B00135', 'transaction_amount': 389.71, 'exchange_rate': 0.6985}
[2024-11-02T19:41:38.165+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000006', 'transaction_date': 1704224498164, 'account_id': 'A00142', 'customer_id': 'C00293', 'transaction_type': 'Deposit', 'currency': 'GBP', 'branch_id': 'B00885', 'transaction_amount': 2535.36, 'exchange_rate': 0.8663}
[2024-11-02T19:41:38.172+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000007', 'transaction_date': 1715974898171, 'account_id': 'A00449', 'customer_id': 'C00386', 'transaction_type': 'Deposit', 'currency': 'EUR', 'branch_id': 'B00584', 'transaction_amount': 9170.18, 'exchange_rate': 0.5507}
[2024-11-02T19:41:38.178+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000008', 'transaction_date': 1709581298177, 'account_id': 'A00571', 'customer_id': 'C00779', 'transaction_type': 'Withdrawal', 'currency': 'EUR', 'branch_id': 'B00709', 'transaction_amount': 9684.66, 'exchange_rate': 1.0687}
[2024-11-02T19:41:38.184+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000009', 'transaction_date': 1715024498183, 'account_id': 'A00069', 'customer_id': 'C00668', 'transaction_type': 'Debit', 'currency': 'EUR', 'branch_id': 'B00045', 'transaction_amount': 826.43, 'exchange_rate': 0.8426}
[2024-11-02T19:41:38.188+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000010', 'transaction_date': 1702928498187, 'account_id': 'A00160', 'customer_id': 'C00496', 'transaction_type': 'Debit', 'currency': 'GBP', 'branch_id': 'B00977', 'transaction_amount': 2180.18, 'exchange_rate': 0.5791}
[2024-11-02T19:41:38.194+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000011', 'transaction_date': 1700336498193, 'account_id': 'A00601', 'customer_id': 'C00137', 'transaction_type': 'Debit', 'currency': 'GBP', 'branch_id': 'B00236', 'transaction_amount': 2016.04, 'exchange_rate': 1.4431}
[2024-11-02T19:41:38.202+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000012', 'transaction_date': 1717875698201, 'account_id': 'A00253', 'customer_id': 'C00036', 'transaction_type': 'Transfer', 'currency': 'GBP', 'branch_id': 'B00402', 'transaction_amount': 3175.39, 'exchange_rate': 1.049}
[2024-11-02T19:41:38.208+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000013', 'transaction_date': 1714246898207, 'account_id': 'A00343', 'customer_id': 'C00466', 'transaction_type': 'Withdrawal', 'currency': 'EUR', 'branch_id': 'B00695', 'transaction_amount': 6079.48, 'exchange_rate': 1.2538}
[2024-11-02T19:41:38.214+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000014', 'transaction_date': 1703187698214, 'account_id': 'A00842', 'customer_id': 'C00261', 'transaction_type': 'Deposit', 'currency': 'GBP', 'branch_id': 'B00357', 'transaction_amount': 9145.23, 'exchange_rate': 1.4565}
[2024-11-02T19:41:38.220+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000015', 'transaction_date': 1721331698219, 'account_id': 'A00267', 'customer_id': 'C00733', 'transaction_type': 'Debit', 'currency': 'USD', 'branch_id': 'B00550', 'transaction_amount': 1651.92, 'exchange_rate': 1.1914}
[2024-11-02T19:41:38.231+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000016', 'transaction_date': 1716493298230, 'account_id': 'A00486', 'customer_id': 'C00244', 'transaction_type': 'Transfer', 'currency': 'USD', 'branch_id': 'B00848', 'transaction_amount': 8956.45, 'exchange_rate': 1.0451}
[2024-11-02T19:41:38.238+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000017', 'transaction_date': 1722541298235, 'account_id': 'A00176', 'customer_id': 'C00240', 'transaction_type': 'Withdrawal', 'currency': 'GBP', 'branch_id': 'B00807', 'transaction_amount': 9988.31, 'exchange_rate': 1.3002}
[2024-11-02T19:41:38.242+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000018', 'transaction_date': 1710790898242, 'account_id': 'A00278', 'customer_id': 'C00177', 'transaction_type': 'Transfer', 'currency': 'EUR', 'branch_id': 'B00756', 'transaction_amount': 9374.84, 'exchange_rate': 0.6031}
[2024-11-02T19:41:38.248+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000019', 'transaction_date': 1721763698247, 'account_id': 'A00572', 'customer_id': 'C00679', 'transaction_type': 'Deposit', 'currency': 'USD', 'branch_id': 'B00310', 'transaction_amount': 7053.55, 'exchange_rate': 0.9555}
[2024-11-02T19:41:38.257+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000020', 'transaction_date': 1718912498257, 'account_id': 'A00829', 'customer_id': 'C00029', 'transaction_type': 'Deposit', 'currency': 'EUR', 'branch_id': 'B00112', 'transaction_amount': 6332.85, 'exchange_rate': 0.9461}
[2024-11-02T19:41:38.263+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000021', 'transaction_date': 1710272498263, 'account_id': 'A00172', 'customer_id': 'C00672', 'transaction_type': 'Withdrawal', 'currency': 'GBP', 'branch_id': 'B00179', 'transaction_amount': 7318.69, 'exchange_rate': 1.4588}
[2024-11-02T19:41:38.276+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000022', 'transaction_date': 1711050098271, 'account_id': 'A00006', 'customer_id': 'C00799', 'transaction_type': 'Debit', 'currency': 'GBP', 'branch_id': 'B00620', 'transaction_amount': 8801.35, 'exchange_rate': 0.8845}
[2024-11-02T19:41:38.283+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000023', 'transaction_date': 1714160498282, 'account_id': 'A00915', 'customer_id': 'C00681', 'transaction_type': 'Deposit', 'currency': 'EUR', 'branch_id': 'B00795', 'transaction_amount': 7727.06, 'exchange_rate': 1.14}
[2024-11-02T19:41:38.293+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000024', 'transaction_date': 1699040498291, 'account_id': 'A00191', 'customer_id': 'C00116', 'transaction_type': 'Credit', 'currency': 'GBP', 'branch_id': 'B00037', 'transaction_amount': 2128.1, 'exchange_rate': 1.398}
[2024-11-02T19:41:38.304+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000025', 'transaction_date': 1714506098304, 'account_id': 'A00435', 'customer_id': 'C00069', 'transaction_type': 'Credit', 'currency': 'EUR', 'branch_id': 'B00033', 'transaction_amount': 7676.58, 'exchange_rate': 0.5376}
