[2024-11-05T00:09:42.990+0000] {taskinstance.py:1157} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: transaction_facts_generator.generate_txn_fact_data scheduled__2024-11-04T00:00:00+00:00 [queued]>
[2024-11-05T00:09:43.254+0000] {taskinstance.py:1157} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: transaction_facts_generator.generate_txn_fact_data scheduled__2024-11-04T00:00:00+00:00 [queued]>
[2024-11-05T00:09:43.271+0000] {taskinstance.py:1359} INFO - Starting attempt 1 of 1
[2024-11-05T00:09:43.735+0000] {taskinstance.py:1380} INFO - Executing <Task(KafkaProduceOperator): generate_txn_fact_data> on 2024-11-04 00:00:00+00:00
[2024-11-05T00:09:43.792+0000] {standard_task_runner.py:57} INFO - Started process 10865 to run task
[2024-11-05T00:09:43.869+0000] {standard_task_runner.py:84} INFO - Running: ['***', 'tasks', 'run', 'transaction_facts_generator', 'generate_txn_fact_data', 'scheduled__2024-11-04T00:00:00+00:00', '--job-id', '339', '--raw', '--subdir', 'DAGS_FOLDER/transaction_facts_generator.py', '--cfg-path', '/tmp/tmpu5drs_hg']
[2024-11-05T00:09:43.910+0000] {standard_task_runner.py:85} INFO - Job 339: Subtask generate_txn_fact_data
[2024-11-05T00:09:47.534+0000] {task_command.py:415} INFO - Running <TaskInstance: transaction_facts_generator.generate_txn_fact_data scheduled__2024-11-04T00:00:00+00:00 [running]> on host 5840299c91cd
[2024-11-05T00:09:53.136+0000] {taskinstance.py:1660} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='ctwang' AIRFLOW_CTX_DAG_ID='transaction_facts_generator' AIRFLOW_CTX_TASK_ID='generate_txn_fact_data' AIRFLOW_CTX_EXECUTION_DATE='2024-11-04T00:00:00+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='scheduled__2024-11-04T00:00:00+00:00'
[2024-11-05T00:09:53.326+0000] {conn.py:380} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connecting> [IPv4 ('172.19.0.2', 9092)]>: connecting to kafka_broker:9092 [('172.19.0.2', 9092) IPv4]
[2024-11-05T00:09:53.344+0000] {conn.py:1205} INFO - Probing node bootstrap-0 broker version
[2024-11-05T00:09:53.409+0000] {conn.py:410} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connecting> [IPv4 ('172.19.0.2', 9092)]>: Connection complete.
[2024-11-05T00:09:53.688+0000] {conn.py:1267} INFO - Broker version identified as 2.5.0
[2024-11-05T00:09:53.709+0000] {conn.py:1268} INFO - Set configuration api_version=(2, 5, 0) to skip auto check_version requests on startup
[2024-11-05T00:09:53.843+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000001', 'transaction_date': 1708560593824, 'account_id': 'A00381', 'customer_id': 'C00414', 'transaction_type': 'Debit', 'currency': 'EUR', 'branch_id': 'B00211', 'transaction_amount': 222.69, 'exchange_rate': 0.8434}
[2024-11-05T00:09:53.878+0000] {conn.py:380} INFO - <BrokerConnection node_id=0 host=kafka_broker:9092 <connecting> [IPv4 ('172.19.0.2', 9092)]>: connecting to kafka_broker:9092 [('172.19.0.2', 9092) IPv4]
[2024-11-05T00:09:53.921+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000002', 'transaction_date': 1729555793920, 'account_id': 'A00920', 'customer_id': 'C00148', 'transaction_type': 'Withdrawal', 'currency': 'EUR', 'branch_id': 'B00103', 'transaction_amount': 3526.99, 'exchange_rate': 0.6449}
[2024-11-05T00:09:53.925+0000] {conn.py:410} INFO - <BrokerConnection node_id=0 host=kafka_broker:9092 <connecting> [IPv4 ('172.19.0.2', 9092)]>: Connection complete.
[2024-11-05T00:09:54.042+0000] {conn.py:919} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connected> [IPv4 ('172.19.0.2', 9092)]>: Closing connection. 
[2024-11-05T00:09:54.161+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000003', 'transaction_date': 1714522194159, 'account_id': 'A00693', 'customer_id': 'C00901', 'transaction_type': 'Debit', 'currency': 'EUR', 'branch_id': 'B00786', 'transaction_amount': 2306.2, 'exchange_rate': 1.1319}
[2024-11-05T00:09:54.226+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000004', 'transaction_date': 1729814994219, 'account_id': 'A00511', 'customer_id': 'C00880', 'transaction_type': 'Deposit', 'currency': 'GBP', 'branch_id': 'B00730', 'transaction_amount': 9246.52, 'exchange_rate': 1.0644}
[2024-11-05T00:09:54.360+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000005', 'transaction_date': 1718928594358, 'account_id': 'A00308', 'customer_id': 'C00520', 'transaction_type': 'Transfer', 'currency': 'USD', 'branch_id': 'B00469', 'transaction_amount': 9535.23, 'exchange_rate': 0.7401}
[2024-11-05T00:09:54.461+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000006', 'transaction_date': 1720051794459, 'account_id': 'A00789', 'customer_id': 'C00427', 'transaction_type': 'Deposit', 'currency': 'GBP', 'branch_id': 'B00053', 'transaction_amount': 5090.41, 'exchange_rate': 0.9046}
[2024-11-05T00:09:54.508+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000007', 'transaction_date': 1725062994506, 'account_id': 'A00224', 'customer_id': 'C00508', 'transaction_type': 'Debit', 'currency': 'USD', 'branch_id': 'B00562', 'transaction_amount': 7349.63, 'exchange_rate': 1.281}
[2024-11-05T00:09:54.631+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000008', 'transaction_date': 1727741394608, 'account_id': 'A00172', 'customer_id': 'C00584', 'transaction_type': 'Credit', 'currency': 'GBP', 'branch_id': 'B00485', 'transaction_amount': 7211.38, 'exchange_rate': 0.7666}
[2024-11-05T00:09:54.766+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000009', 'transaction_date': 1708906194711, 'account_id': 'A00775', 'customer_id': 'C00082', 'transaction_type': 'Credit', 'currency': 'GBP', 'branch_id': 'B00743', 'transaction_amount': 2835.82, 'exchange_rate': 0.9065}
[2024-11-05T00:09:54.896+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000010', 'transaction_date': 1721434194870, 'account_id': 'A00703', 'customer_id': 'C00044', 'transaction_type': 'Credit', 'currency': 'GBP', 'branch_id': 'B00646', 'transaction_amount': 7383.31, 'exchange_rate': 0.952}
[2024-11-05T00:09:55.055+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000011', 'transaction_date': 1726099795040, 'account_id': 'A00151', 'customer_id': 'C00294', 'transaction_type': 'Deposit', 'currency': 'GBP', 'branch_id': 'B00056', 'transaction_amount': 2246.16, 'exchange_rate': 0.5631}
[2024-11-05T00:09:55.151+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000012', 'transaction_date': 1728173395149, 'account_id': 'A00224', 'customer_id': 'C00402', 'transaction_type': 'Transfer', 'currency': 'GBP', 'branch_id': 'B00545', 'transaction_amount': 8336.0, 'exchange_rate': 0.9841}
[2024-11-05T00:09:55.281+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000013', 'transaction_date': 1724026195278, 'account_id': 'A00145', 'customer_id': 'C00205', 'transaction_type': 'Debit', 'currency': 'USD', 'branch_id': 'B00420', 'transaction_amount': 8936.97, 'exchange_rate': 0.7334}
[2024-11-05T00:09:55.352+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000014', 'transaction_date': 1726272595344, 'account_id': 'A00261', 'customer_id': 'C00332', 'transaction_type': 'Deposit', 'currency': 'EUR', 'branch_id': 'B00840', 'transaction_amount': 8196.96, 'exchange_rate': 1.0859}
[2024-11-05T00:09:55.472+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000015', 'transaction_date': 1706054995465, 'account_id': 'A00890', 'customer_id': 'C00870', 'transaction_type': 'Debit', 'currency': 'USD', 'branch_id': 'B00943', 'transaction_amount': 5058.99, 'exchange_rate': 1.0256}
[2024-11-05T00:09:55.596+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000016', 'transaction_date': 1726618195593, 'account_id': 'A00324', 'customer_id': 'C00311', 'transaction_type': 'Debit', 'currency': 'USD', 'branch_id': 'B00635', 'transaction_amount': 8929.53, 'exchange_rate': 0.7067}
[2024-11-05T00:09:55.656+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000017', 'transaction_date': 1703203795646, 'account_id': 'A00549', 'customer_id': 'C00888', 'transaction_type': 'Credit', 'currency': 'EUR', 'branch_id': 'B00906', 'transaction_amount': 6271.81, 'exchange_rate': 0.6821}
[2024-11-05T00:09:55.807+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000018', 'transaction_date': 1713139795796, 'account_id': 'A00404', 'customer_id': 'C00911', 'transaction_type': 'Transfer', 'currency': 'GBP', 'branch_id': 'B00336', 'transaction_amount': 2322.57, 'exchange_rate': 1.3933}
[2024-11-05T00:09:55.911+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000019', 'transaction_date': 1725408595900, 'account_id': 'A00937', 'customer_id': 'C00322', 'transaction_type': 'Deposit', 'currency': 'EUR', 'branch_id': 'B00114', 'transaction_amount': 5113.16, 'exchange_rate': 0.8785}
[2024-11-05T00:09:56.089+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000020', 'transaction_date': 1715990996078, 'account_id': 'A00901', 'customer_id': 'C00307', 'transaction_type': 'Transfer', 'currency': 'GBP', 'branch_id': 'B00275', 'transaction_amount': 5798.35, 'exchange_rate': 0.5838}
[2024-11-05T00:09:56.182+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000021', 'transaction_date': 1718842196177, 'account_id': 'A00229', 'customer_id': 'C00472', 'transaction_type': 'Transfer', 'currency': 'EUR', 'branch_id': 'B00739', 'transaction_amount': 928.02, 'exchange_rate': 1.3083}
[2024-11-05T00:09:56.243+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000022', 'transaction_date': 1719878996235, 'account_id': 'A00001', 'customer_id': 'C00441', 'transaction_type': 'Transfer', 'currency': 'GBP', 'branch_id': 'B00110', 'transaction_amount': 3292.34, 'exchange_rate': 1.1548}
[2024-11-05T00:09:56.337+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000023', 'transaction_date': 1721866196335, 'account_id': 'A00050', 'customer_id': 'C00522', 'transaction_type': 'Withdrawal', 'currency': 'USD', 'branch_id': 'B00241', 'transaction_amount': 651.35, 'exchange_rate': 1.3791}
[2024-11-05T00:09:56.411+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000024', 'transaction_date': 1720051796407, 'account_id': 'A00412', 'customer_id': 'C00203', 'transaction_type': 'Debit', 'currency': 'EUR', 'branch_id': 'B00135', 'transaction_amount': 631.64, 'exchange_rate': 1.3113}
[2024-11-05T00:09:56.524+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000025', 'transaction_date': 1717286996522, 'account_id': 'A00385', 'customer_id': 'C00475', 'transaction_type': 'Withdrawal', 'currency': 'EUR', 'branch_id': 'B00125', 'transaction_amount': 6818.06, 'exchange_rate': 1.2802}
[2024-11-05T00:09:56.564+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000026', 'transaction_date': 1714090196561, 'account_id': 'A00837', 'customer_id': 'C00554', 'transaction_type': 'Transfer', 'currency': 'GBP', 'branch_id': 'B00460', 'transaction_amount': 3192.55, 'exchange_rate': 0.9647}
[2024-11-05T00:09:56.655+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000027', 'transaction_date': 1726099796616, 'account_id': 'A00306', 'customer_id': 'C00828', 'transaction_type': 'Transfer', 'currency': 'USD', 'branch_id': 'B00558', 'transaction_amount': 9874.13, 'exchange_rate': 0.7699}
[2024-11-05T00:09:56.748+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000028', 'transaction_date': 1729123796728, 'account_id': 'A00608', 'customer_id': 'C00199', 'transaction_type': 'Withdrawal', 'currency': 'GBP', 'branch_id': 'B00122', 'transaction_amount': 1438.17, 'exchange_rate': 1.4132}
[2024-11-05T00:09:56.858+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000029', 'transaction_date': 1724803796856, 'account_id': 'A00942', 'customer_id': 'C00633', 'transaction_type': 'Transfer', 'currency': 'USD', 'branch_id': 'B00446', 'transaction_amount': 7375.81, 'exchange_rate': 1.2845}
[2024-11-05T00:09:56.951+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000030', 'transaction_date': 1707955796919, 'account_id': 'A00023', 'customer_id': 'C00223', 'transaction_type': 'Deposit', 'currency': 'USD', 'branch_id': 'B00073', 'transaction_amount': 9021.46, 'exchange_rate': 0.9038}
