[2024-11-02T19:41:48.310+0000] {taskinstance.py:1157} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: transaction_facts_generator.generate_txn_fact_data scheduled__2024-10-31T00:00:00+00:00 [queued]>
[2024-11-02T19:41:48.331+0000] {taskinstance.py:1157} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: transaction_facts_generator.generate_txn_fact_data scheduled__2024-10-31T00:00:00+00:00 [queued]>
[2024-11-02T19:41:48.332+0000] {taskinstance.py:1359} INFO - Starting attempt 1 of 1
[2024-11-02T19:41:48.361+0000] {taskinstance.py:1380} INFO - Executing <Task(KafkaProduceOperator): generate_txn_fact_data> on 2024-10-31 00:00:00+00:00
[2024-11-02T19:41:48.385+0000] {standard_task_runner.py:57} INFO - Started process 2925 to run task
[2024-11-02T19:41:48.410+0000] {standard_task_runner.py:84} INFO - Running: ['***', 'tasks', 'run', 'transaction_facts_generator', 'generate_txn_fact_data', 'scheduled__2024-10-31T00:00:00+00:00', '--job-id', '195', '--raw', '--subdir', 'DAGS_FOLDER/transaction_facts_generator.py', '--cfg-path', '/tmp/tmp8cimrq6y']
[2024-11-02T19:41:48.438+0000] {standard_task_runner.py:85} INFO - Job 195: Subtask generate_txn_fact_data
[2024-11-02T19:41:48.678+0000] {task_command.py:415} INFO - Running <TaskInstance: transaction_facts_generator.generate_txn_fact_data scheduled__2024-10-31T00:00:00+00:00 [running]> on host f79a3875bd34
[2024-11-02T19:41:49.204+0000] {taskinstance.py:1660} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='codewithyu' AIRFLOW_CTX_DAG_ID='transaction_facts_generator' AIRFLOW_CTX_TASK_ID='generate_txn_fact_data' AIRFLOW_CTX_EXECUTION_DATE='2024-10-31T00:00:00+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='scheduled__2024-10-31T00:00:00+00:00'
[2024-11-02T19:41:49.225+0000] {conn.py:380} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connecting> [IPv4 ('172.19.0.2', 9092)]>: connecting to kafka_broker:9092 [('172.19.0.2', 9092) IPv4]
[2024-11-02T19:41:49.228+0000] {conn.py:1205} INFO - Probing node bootstrap-0 broker version
[2024-11-02T19:41:49.231+0000] {conn.py:410} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connecting> [IPv4 ('172.19.0.2', 9092)]>: Connection complete.
[2024-11-02T19:41:49.379+0000] {conn.py:1267} INFO - Broker version identified as 2.5.0
[2024-11-02T19:41:49.382+0000] {conn.py:1268} INFO - Set configuration api_version=(2, 5, 0) to skip auto check_version requests on startup
[2024-11-02T19:41:49.413+0000] {conn.py:380} INFO - <BrokerConnection node_id=0 host=kafka_broker:9092 <connecting> [IPv4 ('172.19.0.2', 9092)]>: connecting to kafka_broker:9092 [('172.19.0.2', 9092) IPv4]
[2024-11-02T19:41:49.414+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000001', 'transaction_date': 1728157309405, 'account_id': 'A00591', 'customer_id': 'C00750', 'transaction_type': 'Debit', 'currency': 'GBP', 'branch_id': 'B00728', 'transaction_amount': 299.43, 'exchange_rate': 0.765}
[2024-11-02T19:41:49.416+0000] {conn.py:410} INFO - <BrokerConnection node_id=0 host=kafka_broker:9092 <connecting> [IPv4 ('172.19.0.2', 9092)]>: Connection complete.
[2024-11-02T19:41:49.429+0000] {conn.py:919} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connected> [IPv4 ('172.19.0.2', 9092)]>: Closing connection. 
[2024-11-02T19:41:49.424+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000002', 'transaction_date': 1720899709424, 'account_id': 'A00384', 'customer_id': 'C00699', 'transaction_type': 'Deposit', 'currency': 'USD', 'branch_id': 'B00968', 'transaction_amount': 101.98, 'exchange_rate': 1.2993}
[2024-11-02T19:41:49.447+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000003', 'transaction_date': 1709926909446, 'account_id': 'A00085', 'customer_id': 'C00121', 'transaction_type': 'Withdrawal', 'currency': 'GBP', 'branch_id': 'B00143', 'transaction_amount': 3541.59, 'exchange_rate': 1.3887}
[2024-11-02T19:41:49.459+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000004', 'transaction_date': 1729539709458, 'account_id': 'A00912', 'customer_id': 'C00128', 'transaction_type': 'Credit', 'currency': 'GBP', 'branch_id': 'B00749', 'transaction_amount': 160.05, 'exchange_rate': 0.7413}
[2024-11-02T19:41:49.465+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000005', 'transaction_date': 1719344509464, 'account_id': 'A00673', 'customer_id': 'C00381', 'transaction_type': 'Withdrawal', 'currency': 'EUR', 'branch_id': 'B00768', 'transaction_amount': 7587.1, 'exchange_rate': 0.7867}
[2024-11-02T19:41:49.494+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000006', 'transaction_date': 1726861309490, 'account_id': 'A00758', 'customer_id': 'C00119', 'transaction_type': 'Withdrawal', 'currency': 'EUR', 'branch_id': 'B00425', 'transaction_amount': 3237.94, 'exchange_rate': 1.061}
[2024-11-02T19:41:49.504+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000007', 'transaction_date': 1719690109500, 'account_id': 'A00537', 'customer_id': 'C00732', 'transaction_type': 'Credit', 'currency': 'EUR', 'branch_id': 'B00087', 'transaction_amount': 8699.01, 'exchange_rate': 0.8099}
[2024-11-02T19:41:49.512+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000008', 'transaction_date': 1725997309512, 'account_id': 'A00103', 'customer_id': 'C00185', 'transaction_type': 'Debit', 'currency': 'EUR', 'branch_id': 'B00254', 'transaction_amount': 8589.24, 'exchange_rate': 0.555}
[2024-11-02T19:41:49.523+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000009', 'transaction_date': 1729798909522, 'account_id': 'A00840', 'customer_id': 'C00369', 'transaction_type': 'Withdrawal', 'currency': 'EUR', 'branch_id': 'B00500', 'transaction_amount': 4434.73, 'exchange_rate': 1.1086}
