[2024-11-02T19:41:16.020+0000] {taskinstance.py:1157} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: transaction_facts_generator.generate_txn_fact_data scheduled__2024-10-12T00:00:00+00:00 [queued]>
[2024-11-02T19:41:16.081+0000] {taskinstance.py:1157} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: transaction_facts_generator.generate_txn_fact_data scheduled__2024-10-12T00:00:00+00:00 [queued]>
[2024-11-02T19:41:16.085+0000] {taskinstance.py:1359} INFO - Starting attempt 1 of 1
[2024-11-02T19:41:16.305+0000] {taskinstance.py:1380} INFO - Executing <Task(KafkaProduceOperator): generate_txn_fact_data> on 2024-10-12 00:00:00+00:00
[2024-11-02T19:41:16.370+0000] {standard_task_runner.py:57} INFO - Started process 2826 to run task
[2024-11-02T19:41:16.381+0000] {standard_task_runner.py:84} INFO - Running: ['***', 'tasks', 'run', 'transaction_facts_generator', 'generate_txn_fact_data', 'scheduled__2024-10-12T00:00:00+00:00', '--job-id', '176', '--raw', '--subdir', 'DAGS_FOLDER/transaction_facts_generator.py', '--cfg-path', '/tmp/tmpfn6qqcr3']
[2024-11-02T19:41:16.426+0000] {standard_task_runner.py:85} INFO - Job 176: Subtask generate_txn_fact_data
[2024-11-02T19:41:16.662+0000] {task_command.py:415} INFO - Running <TaskInstance: transaction_facts_generator.generate_txn_fact_data scheduled__2024-10-12T00:00:00+00:00 [running]> on host f79a3875bd34
[2024-11-02T19:41:16.971+0000] {taskinstance.py:1660} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='codewithyu' AIRFLOW_CTX_DAG_ID='transaction_facts_generator' AIRFLOW_CTX_TASK_ID='generate_txn_fact_data' AIRFLOW_CTX_EXECUTION_DATE='2024-10-12T00:00:00+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='scheduled__2024-10-12T00:00:00+00:00'
[2024-11-02T19:41:16.984+0000] {conn.py:380} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connecting> [IPv4 ('172.19.0.2', 9092)]>: connecting to kafka_broker:9092 [('172.19.0.2', 9092) IPv4]
[2024-11-02T19:41:16.989+0000] {conn.py:1205} INFO - Probing node bootstrap-0 broker version
[2024-11-02T19:41:16.997+0000] {conn.py:410} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connecting> [IPv4 ('172.19.0.2', 9092)]>: Connection complete.
[2024-11-02T19:41:17.115+0000] {conn.py:1267} INFO - Broker version identified as 2.5.0
[2024-11-02T19:41:17.119+0000] {conn.py:1268} INFO - Set configuration api_version=(2, 5, 0) to skip auto check_version requests on startup
[2024-11-02T19:41:17.145+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000001', 'transaction_date': 1703274077143, 'account_id': 'A00820', 'customer_id': 'C00067', 'transaction_type': 'Debit', 'currency': 'USD', 'branch_id': 'B00452', 'transaction_amount': 8211.71, 'exchange_rate': 0.8305}
[2024-11-02T19:41:17.151+0000] {conn.py:380} INFO - <BrokerConnection node_id=0 host=kafka_broker:9092 <connecting> [IPv4 ('172.19.0.2', 9092)]>: connecting to kafka_broker:9092 [('172.19.0.2', 9092) IPv4]
[2024-11-02T19:41:17.195+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000002', 'transaction_date': 1706038877195, 'account_id': 'A00684', 'customer_id': 'C00769', 'transaction_type': 'Debit', 'currency': 'USD', 'branch_id': 'B00492', 'transaction_amount': 8660.89, 'exchange_rate': 1.2298}
[2024-11-02T19:41:17.200+0000] {conn.py:410} INFO - <BrokerConnection node_id=0 host=kafka_broker:9092 <connecting> [IPv4 ('172.19.0.2', 9092)]>: Connection complete.
[2024-11-02T19:41:17.207+0000] {conn.py:919} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connected> [IPv4 ('172.19.0.2', 9092)]>: Closing connection. 
[2024-11-02T19:41:17.205+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000003', 'transaction_date': 1701200477204, 'account_id': 'A00587', 'customer_id': 'C00648', 'transaction_type': 'Debit', 'currency': 'GBP', 'branch_id': 'B00151', 'transaction_amount': 7972.52, 'exchange_rate': 0.7649}
[2024-11-02T19:41:17.227+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000004', 'transaction_date': 1708285277226, 'account_id': 'A00657', 'customer_id': 'C00495', 'transaction_type': 'Debit', 'currency': 'EUR', 'branch_id': 'B00251', 'transaction_amount': 1348.88, 'exchange_rate': 1.3204}
[2024-11-02T19:41:17.237+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000005', 'transaction_date': 1704397277237, 'account_id': 'A00562', 'customer_id': 'C00740', 'transaction_type': 'Withdrawal', 'currency': 'USD', 'branch_id': 'B00165', 'transaction_amount': 4359.31, 'exchange_rate': 0.5808}
[2024-11-02T19:41:17.279+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000006', 'transaction_date': 1703878877278, 'account_id': 'A00619', 'customer_id': 'C00282', 'transaction_type': 'Credit', 'currency': 'EUR', 'branch_id': 'B00295', 'transaction_amount': 1724.49, 'exchange_rate': 0.637}
[2024-11-02T19:41:17.291+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000007', 'transaction_date': 1722800477284, 'account_id': 'A00558', 'customer_id': 'C00610', 'transaction_type': 'Deposit', 'currency': 'GBP', 'branch_id': 'B00319', 'transaction_amount': 2608.73, 'exchange_rate': 1.1932}
[2024-11-02T19:41:17.297+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000008', 'transaction_date': 1705347677297, 'account_id': 'A00424', 'customer_id': 'C00182', 'transaction_type': 'Transfer', 'currency': 'EUR', 'branch_id': 'B00917', 'transaction_amount': 220.85, 'exchange_rate': 1.2307}
