[2024-11-02T19:41:10.492+0000] {taskinstance.py:1157} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: transaction_facts_generator.generate_txn_fact_data scheduled__2024-10-01T00:00:00+00:00 [queued]>
[2024-11-02T19:41:10.522+0000] {taskinstance.py:1157} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: transaction_facts_generator.generate_txn_fact_data scheduled__2024-10-01T00:00:00+00:00 [queued]>
[2024-11-02T19:41:10.524+0000] {taskinstance.py:1359} INFO - Starting attempt 1 of 1
[2024-11-02T19:41:10.590+0000] {taskinstance.py:1380} INFO - Executing <Task(KafkaProduceOperator): generate_txn_fact_data> on 2024-10-01 00:00:00+00:00
[2024-11-02T19:41:10.601+0000] {standard_task_runner.py:57} INFO - Started process 2778 to run task
[2024-11-02T19:41:10.608+0000] {standard_task_runner.py:84} INFO - Running: ['***', 'tasks', 'run', 'transaction_facts_generator', 'generate_txn_fact_data', 'scheduled__2024-10-01T00:00:00+00:00', '--job-id', '165', '--raw', '--subdir', 'DAGS_FOLDER/transaction_facts_generator.py', '--cfg-path', '/tmp/tmpuzonuy3h']
[2024-11-02T19:41:10.629+0000] {standard_task_runner.py:85} INFO - Job 165: Subtask generate_txn_fact_data
[2024-11-02T19:41:10.796+0000] {task_command.py:415} INFO - Running <TaskInstance: transaction_facts_generator.generate_txn_fact_data scheduled__2024-10-01T00:00:00+00:00 [running]> on host f79a3875bd34
[2024-11-02T19:41:11.000+0000] {taskinstance.py:1660} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='codewithyu' AIRFLOW_CTX_DAG_ID='transaction_facts_generator' AIRFLOW_CTX_TASK_ID='generate_txn_fact_data' AIRFLOW_CTX_EXECUTION_DATE='2024-10-01T00:00:00+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='scheduled__2024-10-01T00:00:00+00:00'
[2024-11-02T19:41:11.018+0000] {conn.py:380} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connecting> [IPv4 ('172.19.0.2', 9092)]>: connecting to kafka_broker:9092 [('172.19.0.2', 9092) IPv4]
[2024-11-02T19:41:11.023+0000] {conn.py:1205} INFO - Probing node bootstrap-0 broker version
[2024-11-02T19:41:11.027+0000] {conn.py:410} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connecting> [IPv4 ('172.19.0.2', 9092)]>: Connection complete.
[2024-11-02T19:41:11.152+0000] {conn.py:1267} INFO - Broker version identified as 2.5.0
[2024-11-02T19:41:11.164+0000] {conn.py:1268} INFO - Set configuration api_version=(2, 5, 0) to skip auto check_version requests on startup
[2024-11-02T19:41:11.182+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000001', 'transaction_date': 1730490071179, 'account_id': 'A00481', 'customer_id': 'C00660', 'transaction_type': 'Credit', 'currency': 'GBP', 'branch_id': 'B00419', 'transaction_amount': 1576.15, 'exchange_rate': 1.4687}
[2024-11-02T19:41:11.185+0000] {conn.py:380} INFO - <BrokerConnection node_id=0 host=kafka_broker:9092 <connecting> [IPv4 ('172.19.0.2', 9092)]>: connecting to kafka_broker:9092 [('172.19.0.2', 9092) IPv4]
[2024-11-02T19:41:11.191+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000002', 'transaction_date': 1722109271191, 'account_id': 'A00626', 'customer_id': 'C00431', 'transaction_type': 'Credit', 'currency': 'USD', 'branch_id': 'B00504', 'transaction_amount': 7190.46, 'exchange_rate': 0.8085}
[2024-11-02T19:41:11.200+0000] {conn.py:410} INFO - <BrokerConnection node_id=0 host=kafka_broker:9092 <connecting> [IPv4 ('172.19.0.2', 9092)]>: Connection complete.
[2024-11-02T19:41:11.209+0000] {conn.py:919} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connected> [IPv4 ('172.19.0.2', 9092)]>: Closing connection. 
[2024-11-02T19:41:11.205+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000003', 'transaction_date': 1724960471204, 'account_id': 'A00934', 'customer_id': 'C00767', 'transaction_type': 'Transfer', 'currency': 'GBP', 'branch_id': 'B00364', 'transaction_amount': 9232.57, 'exchange_rate': 1.3507}
[2024-11-02T19:41:11.223+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000004', 'transaction_date': 1711136471220, 'account_id': 'A00446', 'customer_id': 'C00880', 'transaction_type': 'Debit', 'currency': 'EUR', 'branch_id': 'B00827', 'transaction_amount': 9845.5, 'exchange_rate': 0.6236}
[2024-11-02T19:41:11.238+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000005', 'transaction_date': 1722714071233, 'account_id': 'A00384', 'customer_id': 'C00797', 'transaction_type': 'Transfer', 'currency': 'GBP', 'branch_id': 'B00151', 'transaction_amount': 6656.6, 'exchange_rate': 1.0207}
[2024-11-02T19:41:11.243+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000006', 'transaction_date': 1723146071243, 'account_id': 'A00122', 'customer_id': 'C00036', 'transaction_type': 'Withdrawal', 'currency': 'GBP', 'branch_id': 'B00051', 'transaction_amount': 2258.97, 'exchange_rate': 0.6081}
[2024-11-02T19:41:11.253+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000007', 'transaction_date': 1702928471251, 'account_id': 'A00238', 'customer_id': 'C00495', 'transaction_type': 'Debit', 'currency': 'EUR', 'branch_id': 'B00364', 'transaction_amount': 6835.96, 'exchange_rate': 1.2668}
[2024-11-02T19:41:11.260+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000008', 'transaction_date': 1716925271257, 'account_id': 'A00036', 'customer_id': 'C00840', 'transaction_type': 'Deposit', 'currency': 'EUR', 'branch_id': 'B00134', 'transaction_amount': 233.7, 'exchange_rate': 0.6245}
[2024-11-02T19:41:11.266+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000009', 'transaction_date': 1725478871264, 'account_id': 'A00461', 'customer_id': 'C00036', 'transaction_type': 'Credit', 'currency': 'USD', 'branch_id': 'B00651', 'transaction_amount': 2958.56, 'exchange_rate': 0.6991}
[2024-11-02T19:41:11.270+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000010', 'transaction_date': 1721850071269, 'account_id': 'A00390', 'customer_id': 'C00900', 'transaction_type': 'Transfer', 'currency': 'EUR', 'branch_id': 'B00741', 'transaction_amount': 8591.24, 'exchange_rate': 0.7914}
[2024-11-02T19:41:11.274+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000011', 'transaction_date': 1705261271274, 'account_id': 'A00948', 'customer_id': 'C00880', 'transaction_type': 'Transfer', 'currency': 'USD', 'branch_id': 'B00505', 'transaction_amount': 564.39, 'exchange_rate': 0.5368}
[2024-11-02T19:41:11.285+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000012', 'transaction_date': 1719085271284, 'account_id': 'A00776', 'customer_id': 'C00010', 'transaction_type': 'Withdrawal', 'currency': 'GBP', 'branch_id': 'B00938', 'transaction_amount': 3871.65, 'exchange_rate': 1.1768}
[2024-11-02T19:41:11.289+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000013', 'transaction_date': 1700250071289, 'account_id': 'A00766', 'customer_id': 'C00555', 'transaction_type': 'Withdrawal', 'currency': 'EUR', 'branch_id': 'B00110', 'transaction_amount': 3182.56, 'exchange_rate': 0.7808}
[2024-11-02T19:41:11.296+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000014', 'transaction_date': 1719862871294, 'account_id': 'A00032', 'customer_id': 'C00391', 'transaction_type': 'Deposit', 'currency': 'GBP', 'branch_id': 'B00282', 'transaction_amount': 85.75, 'exchange_rate': 0.6135}
[2024-11-02T19:41:11.301+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000015', 'transaction_date': 1720554071300, 'account_id': 'A00671', 'customer_id': 'C00066', 'transaction_type': 'Withdrawal', 'currency': 'GBP', 'branch_id': 'B00062', 'transaction_amount': 9469.12, 'exchange_rate': 1.4392}
[2024-11-02T19:41:11.305+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000016', 'transaction_date': 1701027671304, 'account_id': 'A00963', 'customer_id': 'C00283', 'transaction_type': 'Debit', 'currency': 'GBP', 'branch_id': 'B00726', 'transaction_amount': 9535.3, 'exchange_rate': 1.4641}
[2024-11-02T19:41:11.315+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000017', 'transaction_date': 1718480471314, 'account_id': 'A00305', 'customer_id': 'C00962', 'transaction_type': 'Withdrawal', 'currency': 'GBP', 'branch_id': 'B00066', 'transaction_amount': 8831.32, 'exchange_rate': 1.433}
[2024-11-02T19:41:11.320+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000018', 'transaction_date': 1708544471320, 'account_id': 'A00740', 'customer_id': 'C00040', 'transaction_type': 'Deposit', 'currency': 'USD', 'branch_id': 'B00531', 'transaction_amount': 9065.95, 'exchange_rate': 1.3523}
[2024-11-02T19:41:11.328+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000019', 'transaction_date': 1710186071326, 'account_id': 'A00253', 'customer_id': 'C00685', 'transaction_type': 'Withdrawal', 'currency': 'EUR', 'branch_id': 'B00476', 'transaction_amount': 696.31, 'exchange_rate': 1.2928}
[2024-11-02T19:41:11.336+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000020', 'transaction_date': 1704138071334, 'account_id': 'A00978', 'customer_id': 'C00667', 'transaction_type': 'Credit', 'currency': 'USD', 'branch_id': 'B00805', 'transaction_amount': 2374.85, 'exchange_rate': 1.0255}
[2024-11-02T19:41:11.341+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000021', 'transaction_date': 1715629271340, 'account_id': 'A00916', 'customer_id': 'C00076', 'transaction_type': 'Credit', 'currency': 'EUR', 'branch_id': 'B00654', 'transaction_amount': 9438.73, 'exchange_rate': 1.1735}
[2024-11-02T19:41:11.415+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000022', 'transaction_date': 1723232471396, 'account_id': 'A00775', 'customer_id': 'C00015', 'transaction_type': 'Transfer', 'currency': 'USD', 'branch_id': 'B00066', 'transaction_amount': 203.74, 'exchange_rate': 1.3732}
[2024-11-02T19:41:11.447+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000023', 'transaction_date': 1718480471445, 'account_id': 'A00385', 'customer_id': 'C00914', 'transaction_type': 'Withdrawal', 'currency': 'EUR', 'branch_id': 'B00313', 'transaction_amount': 1274.9, 'exchange_rate': 1.2442}
[2024-11-02T19:41:11.463+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000024', 'transaction_date': 1710272471454, 'account_id': 'A00210', 'customer_id': 'C00999', 'transaction_type': 'Credit', 'currency': 'EUR', 'branch_id': 'B00822', 'transaction_amount': 7918.51, 'exchange_rate': 0.7532}
[2024-11-02T19:41:11.471+0000] {kafka_operator.py:63} INFO - Sent transaction: {'transaction_id': 'T000025', 'transaction_date': 1705693271467, 'account_id': 'A00973', 'customer_id': 'C00819', 'transaction_type': 'Debit', 'currency': 'EUR', 'branch_id': 'B00248', 'transaction_amount': 7368.9, 'exchange_rate': 1.2976}
